coefficients,x_known,y_known,z_known,e_known,z_func_known
"[-0.49, 1.4868004535923462, 0.6480153696524711, -0.33, 1.5286020337722381, 0.32877879128341864, 0.41, 1.797910905004592, 0.6927964991338664, 0.67, 1.4495893349388675, 0.2544008021472438]","[1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 1.73, 1.73, 1.73, 1.73, 1.84, 1.84, 1.84, 1.84, 1.84, 1.84, 1.84]","[-0.68, -0.66, -0.44, -0.19, -0.02, 0.17, 0.42, 0.57, 0.73, -0.82, -0.52, -0.39, -0.12, 0.07, 0.13, 0.35, 0.58, 0.66, -0.48, -0.13, 0.11, 0.67, -0.68, -0.43, -0.35, 0.09, 0.27, 0.38, 0.83]","[0.18095238095238095, 0.2109704641350211, 0.17880794701986755, -0.08898305084745763, -0.3596358118361153, -0.649932157394844, -0.952, -0.8625730994152047, -0.6565656565656566, -0.037037037037037035, 0.3539651837524178, 0.1694915254237288, -0.1809872029250457, -0.5483870967741935, -0.6342494714587738, -0.9351701782820098, -0.966996699669967, -0.7785588752196837, 0.15168539325842698, -0.24050632911392406, -0.591743119266055, -0.6293706293706294, 0.05426356589147287, -0.016632016632016633, -0.11574074074074074, -0.4061624649859944, -0.48830811554332876, -0.5392670157068062, -0.2749658002735978]","[0.05541348858277396, 0.044897714583436485, 0.04622690266482855, 0.045846141379274084, 0.03634813299396765, 0.027994673625586327, 0.013689119767172768, 0.019344810876406337, 0.03790343720649804, 0.044120786230058426, 0.041132626192683056, 0.0641526457837661, 0.04205080135570523, 0.038778987550808296, 0.025136574263454916, 0.014259503791594094, 0.014637239774261167, 0.026309168910217, 0.0370429363209904, 0.04127613327822397, 0.03860646190627116, 0.04595119830291903, 0.062165553705462576, 0.032236834345033626, 0.033792053377236224, 0.03419813851545534, 0.03236558670263752, 0.043087366674455056, 0.0355606610426352]","[0.2046532222879402, 0.22638056252152114, 0.25189701617043847, -0.0541145176044146, -0.35459774063381616, -0.6774336103240133, -0.9180643613495321, -0.8758698668266058, -0.6090517271992418, -0.032166415411544136, 0.33172160363149, 0.25284021085805686, -0.16946495403682302, -0.5403686443715288, -0.6496612849030654, -0.9421784819441807, -0.927508179804189, -0.8110882519596461, 0.0957368947595203, -0.2410631144701064, -0.5234078595801356, -0.6076594311101846, 0.03518146412096619, -0.05812288768657009, -0.10983437805100399, -0.4411043701580897, -0.5362713818752434, -0.5640528456093155, -0.28685975655500634]"
"[-0.3168734144790831, 1.6738551576396135, 0.45836969002319816, -0.3064841222010804, 1.7729096608879236, 0.6578432306377129, 0.06753039980701772, 1.59910838053018, 0.3760706961095212, -0.34804129131309136, 1.7590488255951033, 0.43985949385624223]","[1.29, 1.29, 1.29, 1.29, 1.47, 1.47, 1.47, 1.47, 1.47, 1.47, 1.47, 1.47, 1.47, 1.73, 1.73, 1.73, 1.73, 1.73, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96]","[-0.73, -0.11, 0.08, 0.47, -0.75, -0.56, -0.41, -0.18, 0.05, 0.21, 0.33, 0.48, 0.77, -0.64, -0.48, -0.06, 0.31, 0.75, -0.85, -0.48, -0.36, -0.19, 0.12, 0.26, 0.51, 0.78]","[-0.13380281690140844, -0.18950437317784258, -0.20743919885550788, -0.176, -0.09090909090909091, -0.24381625441696114, -0.3443830570902394, -0.3504587155963303, -0.2958579881656805, -0.24720244150559512, -0.23440860215053763, -0.2040302267002519, -0.44642857142857145, -0.2669902912621359, -0.3222354340071344, -0.3365695792880259, -0.20293398533007334, -0.4634146341463415, -0.06303236797274275, -0.24167872648335745, -0.26042841037204056, -0.300509337860781, -0.22926829268292684, -0.18762088974854932, -0.22872340425531915, -0.34545454545454546]","[0.03395137378534576, 0.037488347899071996, 0.037000734222661064, 0.04402326657575514, 0.055757410550678135, 0.05764990090620274, 0.0402890182403589, 0.04011860143415071, 0.051957767637433684, 0.030905147324403838, 0.045081827806344836, 0.03474215324837113, 0.04881639345219289, 0.04747805278281704, 0.032643433149542114, 0.03787906403795365, 0.04841794908541948, 0.06189081167704915, 0.04119234229846178, 0.03691409421756943, 0.0324180876181062, 0.03929977379671278, 0.03924979519329831, 0.030546258191264466, 0.050203988258803185, 0.06326930740259139]","[-0.09718091489434741, -0.2321305582465819, -0.2094140231422018, -0.18992889083379622, -0.11911359951806393, -0.26019577785590153, -0.31062775879374405, -0.31518725577893597, -0.2726976845106611, -0.23999265057483324, -0.22466625623581127, -0.22767479605077715, -0.3487691700656732, -0.24327063980895747, -0.33481422977726455, -0.32412900248971976, -0.2322133011420708, -0.3675067064294911, 0.025175450425573717, -0.27439391384094747, -0.29691513718255075, -0.28937560846715427, -0.22004767737479874, -0.19297678693512685, -0.19971849708654021, -0.35219884625078457]"
"[-0.207593343945976, 1.6840406373113836, 0.5587331182775479, -0.34860014360739366, 1.6902372652027222, 0.35488722317447613, 0.23109447722287893, 1.4520972757889865, 0.6936236001496385, -0.2937641659612868, 1.4891116512245661, 0.3741636593105395]","[1.35, 1.35, 1.35, 1.35, 1.35, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 1.69, 1.69, 1.69, 1.69, 1.69, 1.69, 1.94, 1.94, 1.94, 1.94, 1.94, 1.94, 1.94]","[-0.83, -0.39, -0.07, 0.49, 0.54, -0.7, -0.34, -0.26, 0.03, 0.44, 0.63, -0.8, -0.4, -0.02, 0.19, 0.31, 0.74, -0.72, -0.37, -0.15, 0.04, 0.21, 0.43, 0.74]","[0.22325581395348837, -0.1774891774891775, -0.13262599469496023, -0.14046121593291405, -0.14068441064638784, -0.013452914798206279, -0.24644549763033174, -0.29577464788732394, -0.17843866171003717, -0.10607866507747318, -0.25663716814159293, 0.23212045169385195, -0.12195121951219512, -0.22708333333333333, -0.24, -0.2545931758530184, -0.3973333333333333, 0.033112582781456956, -0.1541501976284585, -0.11676300578034682, -0.24720244150559512, -0.27137546468401486, -0.21316614420062696, -0.28516129032258064]","[0.04700709598921693, 0.04578553411206287, 0.03609614235270735, 0.032055223687224445, 0.06104937528605669, 0.06695889305475808, 0.047177807676898595, 0.06545318212341109, 0.04242114144679446, 0.03432904157024432, 0.037118509164674955, 0.03445434299837597, 0.058587553233903696, 0.031431691141966596, 0.0396316371938716, 0.04954338258565987, 0.03350872965307642, 0.03320455627232984, 0.06211800947447986, 0.033768446476479225, 0.030905147324403838, 0.0414951817234165, 0.038680432445613665, 0.0344296016392039]","[0.2054971216603528, -0.1908378745675633, -0.20185850778133563, -0.13475552149677458, -0.14414527968895396, 0.0536357149138806, -0.20149218936152222, -0.21553241455724115, -0.19740463080324844, -0.16149286379699906, -0.21978133745307968, 0.24462666813344378, -0.1433675633565271, -0.21109444479703984, -0.20591188194213886, -0.20839254091934062, -0.3716363252211577, 0.09334874349507777, -0.11576576226799956, -0.16877930864650764, -0.1882709317990099, -0.198501848352045, -0.220487719352225, -0.31178567630646786]"
"[0.5126275841662185, 1.781590986270701, 0.5974652675286508, 0.39375741972187805, 1.5120685709191857, 0.3894337790377084, 0.3788986491663355, 1.4435982941951018, 0.4907938233365552, -0.2154521730553672, 1.5792039959186688, 0.44822063263135165]","[1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.4, 1.4, 1.4, 1.4, 1.74, 1.74, 1.74, 1.74, 1.74, 1.74, 1.74, 1.98, 1.98, 1.98, 1.98, 1.98]","[-0.77, -0.49, -0.24, -0.14, 0.2, 0.22, 0.61, 0.7, -0.77, -0.14, 0.13, 0.64, -0.66, -0.38, -0.28, -0.04, 0.22, 0.54, 0.82, -0.58, -0.27, 0.02, 0.26, 0.65]","[0.05060240963855422, -0.029768467475192944, 0.016701461377870562, 0.024691358024691357, 0.22077922077922077, 0.259375, 0.5130023640661938, 0.581151832460733, 0.05200594353640416, -0.05065123010130246, 0.1932367149758454, 0.5948051948051948, 0.12572087658592848, 0.02564102564102564, 0.07084785133565621, 0.2226148409893993, 0.371900826446281, 0.640625, 0.7436823104693141, 0.0967741935483871, 0.04950495049504951, 0.24871794871794872, 0.34205607476635513, 0.5855855855855856]","[0.04902518153388905, 0.033189739490325894, 0.032304027121313125, 0.04534709161319508, 0.049707104085341375, 0.038175675529693476, 0.041736213574688354, 0.0588841505100989, 0.038495004246163776, 0.03799296250031383, 0.04822099819198339, 0.04096900254382239, 0.03369231601175305, 0.03412821256007328, 0.03399427057623965, 0.040978375590388756, 0.05967161427998432, 0.033934668659949326, 0.0284032533950007, 0.04213467815209217, 0.057378060108115976, 0.03468058242615533, 0.0406258893036336, 0.03846987595188115]","[0.0929008622979473, -0.03429850818261692, -0.007955899857277886, 0.03059611414027093, 0.23955011219508562, 0.25424630097632117, 0.545587442296429, 0.605346703009049, 0.09816509033604631, 0.04462689632383048, 0.2173894310879441, 0.6158531453868967, 0.1077418970266614, 0.06175280144670239, 0.08250562754254212, 0.18940335757389978, 0.3610992571059633, 0.583795494080949, 0.7240051978249207, 0.1619041983770082, 0.15906101125707683, 0.247059617813874, 0.35181663129349944, 0.511067413077605]"
"[-0.21576352817560318, 1.6858896846535183, 0.3918637476252068, 0.0914252238032217, 1.422320634267678, 0.2927358481202365, -0.1133672775159949, 1.6220421617535095, 0.6740328508500291, 0.3108457609309538, 1.4447665684125337, 0.4356377011744801]","[1.33, 1.33, 1.33, 1.33, 1.52, 1.52, 1.52, 1.52, 1.69, 1.69, 1.69, 1.69, 1.69, 1.69, 1.93, 1.93, 1.93, 1.93, 1.93, 1.93]","[-0.54, -0.11, 0.39, 0.62, -0.79, -0.23, 0.14, 0.8, -0.77, -0.29, -0.25, 0.1, 0.4, 0.6, -0.58, -0.51, -0.16, 0.03, 0.42, 0.74]","[-0.05521472392638037, -0.16062176165803108, -0.2175226586102719, -0.13218390804597702, -0.3342245989304813, -0.1029082774049217, -0.19055118110236222, -0.0506155950752394, -0.3242506811989101, -0.11553784860557768, -0.12844036697247707, -0.20380147835269272, -0.2736077481840194, -0.3057110862262038, -0.10344827586206896, -0.11332007952286283, -0.15092290988056462, -0.18004338394793926, -0.22388059701492538, -0.14285714285714285]","[0.05530038812868524, 0.07104696868980191, 0.03793546541483788, 0.05313524855719364, 0.0344609737702646, 0.03326743855567223, 0.03895667384184226, 0.036938927330193376, 0.04937929426687257, 0.03619797646350666, 0.06716756644584325, 0.03181362298804403, 0.033466741108933586, 0.03186162571901265, 0.04237286855420691, 0.04430058541313181, 0.03257368286998938, 0.04581355168739735, 0.03437207659717826, 0.04870208483375452]","[-0.09114608269658221, -0.08458016241315054, -0.2026584934788251, -0.1684889464201846, -0.33621464943909474, -0.11181133666385093, -0.21008865249972583, -0.11463358646913513, -0.3054786427236773, -0.12760759519310547, -0.13141767407618668, -0.2149037717331818, -0.2763806798345596, -0.2605677393233821, -0.13874974571218673, -0.12206220128957747, -0.12227564102964403, -0.15682457804056976, -0.22314636684689756, -0.19469379547173848]"
"[-0.33, 1.6099924266481396, 0.5533565428270693, -0.17, 1.5799962031733759, 0.4500049330194915, -0.09, 1.4178075086603223, 0.6999891861610311, -0.37, 1.6520489928642328, 0.3334340260713013]","[1.37, 1.37, 1.37, 1.37, 1.37, 1.37, 1.37, 1.58, 1.58, 1.58, 1.58, 1.58, 1.67, 1.67, 1.67, 1.67, 1.95, 1.95, 1.95, 1.95]","[-0.69, -0.41, -0.19, 0.0, 0.16, 0.53, 0.84, -0.59, -0.4, -0.16, 0.27, 0.73, -0.55, -0.41, 0.36, 0.68, -0.55, -0.24, 0.38, 0.66]","[-0.2172573189522342, -0.2803180914512923, -0.30484988452655887, -0.240625, -0.14715359828141783, -0.1938534278959811, -0.4612676056338028, -0.34965034965034963, -0.30472103004291845, -0.2361111111111111, -0.20502092050209206, -0.30113636363636365, -0.34074074074074073, -0.3286219081272085, -0.16434540389972144, -0.2452431289640592, -0.20859671302149177, -0.2927241962774958, -0.12643678160919541, -0.24912280701754386]","[0.03831584048795536, 0.04280014510122709, 0.03236388351248045, 0.03836705148494522, 0.03241689065428003, 0.03372852347925996, 0.03722864724971571, 0.0553988914896731, 0.04412100737202982, 0.04048858599470325, 0.06331056553031, 0.03593943948315623, 0.05721615116443994, 0.03241383688416716, 0.036812227520347116, 0.03151991564282797, 0.03477373878915337, 0.03933268543689832, 0.06140169042615131, 0.05736732449209569]","[-0.20041356422171214, -0.2854934703877048, -0.25097401223849414, -0.19097090401988145, -0.14344048114674562, -0.15329026771178467, -0.42731446843514453, -0.31043934941315654, -0.3545870996564742, -0.289766663293849, -0.10487681038111143, -0.3095703542513547, -0.3338729235487974, -0.3597319405875288, -0.08786279032813182, -0.24287369093345293, -0.2575730550781613, -0.2519463470031982, -0.09840782465086176, -0.19326272052614463]"
"[-0.35, 1.5134173400783695, 0.6850342826695379, 0.39, 1.4450266420486, 0.5594270610379554, 0.21, 1.5155129861036254, 0.6683899770569719, -0.01, 1.5587462090443895, 0.37318577972385675]","[1.27, 1.27, 1.27, 1.27, 1.47, 1.47, 1.47, 1.47, 1.68, 1.68, 1.68, 1.68, 1.68, 1.68, 1.85, 1.85, 1.85, 1.85, 1.85, 1.85, 1.85]","[-0.67, -0.39, 0.27, 0.74, -0.78, -0.22, 0.22, 0.83, -0.84, -0.43, -0.01, 0.02, 0.44, 0.82, -0.78, -0.53, -0.29, 0.11, 0.21, 0.51, 0.76]","[-0.35309278350515466, -0.3117723156532988, -0.24858757062146894, 0.09730848861283643, -0.3895671476137625, -0.308868501529052, -0.22846441947565543, 0.041474654377880185, -0.31682146542827655, -0.33699231613611413, -0.2288659793814433, -0.2765509989484753, -0.1111111111111111, 0.116331096196868, -0.2796610169491525, -0.3199195171026157, -0.2582781456953642, -0.1724137931034483, -0.16521739130434782, -0.069164265129683, 0.03325942350332594]","[0.03358566302180369, 0.03417476625191176, 0.051481010149608146, 0.03202178118132604, 0.0306828942120099, 0.052596212953147474, 0.03439877783289065, 0.04796023345636969, 0.03046973424392875, 0.03119353170561445, 0.03125585080868898, 0.031162535559261375, 0.05766658845640911, 0.03321792789812798, 0.062497108936488785, 0.04249870402987569, 0.05559111604950635, 0.03733726151749722, 0.032515936119857244, 0.037868578757360404, 0.04706210951960284]","[-0.35049309940375867, -0.32995658755807544, -0.16280440260748097, 0.043044677605091466, -0.3683700771262407, -0.32114549082345434, -0.19258931743101768, 0.09196899340887502, -0.34163328770767626, -0.3389847674857733, -0.2613728627225042, -0.25322292877103625, -0.10680520215673983, 0.07125477048816796, -0.3018226015015057, -0.3061096497114657, -0.28700865699942285, -0.20912466448352865, -0.18138894418782756, -0.080238490895601, 0.022852105790717277]"
"[-0.283852874015742, 1.7010747491611153, 0.38643481764182613, 0.44397500807590407, 1.4985895608187645, 0.5363702903877636, 0.647766815061565, 1.645037181236473, 0.4441886167266523, 0.47308812335956996, 1.6168818774669182, 0.6568915312068475]","[1.26, 1.26, 1.26, 1.26, 1.49, 1.49, 1.49, 1.49, 1.49, 1.49, 1.49, 1.49, 1.49, 1.73, 1.73, 1.73, 1.73, 1.73, 1.73, 1.73, 1.95, 1.95, 1.95, 1.95, 1.95, 1.95, 1.95, 1.95, 1.95]","[-0.57, -0.21, 0.23, 0.64, -0.85, -0.55, -0.41, -0.15, 0.07, 0.1, 0.31, 0.49, 0.66, -0.73, -0.48, -0.26, 0.11, 0.26, 0.37, 0.78, -0.8, -0.61, -0.43, -0.15, -0.02, 0.1, 0.41, 0.48, 0.69]","[-0.2661498708010336, -0.3838120104438642, -0.39317773788150806, 0.021956087824351298, -0.24618736383442266, -0.375, -0.4469525959367946, -0.5260663507109005, -0.5337016574585636, -0.5202863961813843, -0.40099833610648916, -0.2979414951245937, -0.040229885057471264, -0.3431372549019608, -0.39896373056994816, -0.4980694980694981, -0.5955414012738853, -0.6190476190476191, -0.4709976798143852, 0.1950354609929078, -0.21657754010695188, -0.3012729844413013, -0.29215686274509806, -0.38191632928475033, -0.4727932285368803, -0.45454545454545453, -0.3436293436293436, -0.29253731343283584, -0.09455587392550144]","[0.048999400045702, 0.03336420473339981, 0.03895887594813939, 0.04466593521776013, 0.031989101185396225, 0.03454817489953542, 0.030053251777825973, 0.04139894321320223, 0.028111116159651447, 0.02950065866237274, 0.0373676329294279, 0.03142051943703837, 0.03787421628391889, 0.03796835680055898, 0.04667237651723006, 0.053881278583803816, 0.03205614201729555, 0.0357348194282309, 0.04249092125248724, 0.041298969835762055, 0.03569579899189935, 0.035861484834688026, 0.029945119206068113, 0.03395122160714733, 0.030641401425483494, 0.04415152682816471, 0.05835316768065192, 0.03694331923627439, 0.037680970905046615]","[-0.23113913060485952, -0.31658988938148325, -0.33003498186679603, 0.008858717816576843, -0.2869448271284927, -0.3439882904279483, -0.39863461246336834, -0.49611240371021337, -0.5283651193512113, -0.5264991788314543, -0.4549982445726284, -0.2915274679793864, -0.0270382103612671, -0.30619226426313784, -0.3992843054362537, -0.500177858287955, -0.5801423103902799, -0.5396533478920875, -0.4704772471426975, 0.18279071502720573, -0.2323104012116284, -0.26496187911109453, -0.3273794272526974, -0.4324832099485886, -0.4647334511764069, -0.4751461011417159, -0.36888751918053747, -0.309921445385743, -0.033804080612653026]"
"[-0.5271041021582997, 1.4329308210010416, 0.30846302981044244, -0.09651201870504081, 1.4537575868235577, 0.702138310361633, -0.2895360561151224, 1.4107113950071264, 0.3070816868937544, -0.24499204748202666, 1.5793930017509419, 0.5009251691919137]","[1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.5, 1.5, 1.5, 1.5, 1.6, 1.6, 1.6, 1.6, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97]","[-0.79, -0.44, -0.14, 0.09, 0.21, 0.57, 0.71, -0.69, -0.03, 0.33, 0.54, -0.5, -0.26, 0.38, 0.47, -0.74, -0.54, -0.36, -0.28, -0.06, 0.12, 0.45, 0.62, 0.74]","[-0.7649823736780259, -0.6812339331619537, -0.5737704918032787, -0.5181422351233672, -0.45359477124183006, -0.625, -0.781897491821156, -0.7575057736720554, -0.54421768707483, -0.44966442953020136, -0.6116248348745046, -0.5384615384615384, -0.5552447552447553, -0.36989247311827955, -0.4928478543563069, -0.15142428785607195, -0.17981072555205047, -0.25984251968503935, -0.21774193548387097, -0.18416523235800344, -0.11267605633802817, -0.12213740458015267, -0.08814589665653495, -0.17829457364341086]","[0.022077791318890698, 0.026245830328859455, 0.04281065896638512, 0.03258412410898482, 0.03222169495065249, 0.04363825013677794, 0.02058671349177305, 0.02218401425088544, 0.04892821025500769, 0.051741546040183724, 0.02875476093748033, 0.04982694427933044, 0.031103330196831584, 0.030465555348965924, 0.031377167625325206, 0.03827366706726094, 0.05525016530732925, 0.06059033293140989, 0.035782129887180956, 0.04077736807735234, 0.03729033606502371, 0.04335814050551787, 0.03883231625291343, 0.061259741987770365]","[-0.7733867414116186, -0.6404855283226636, -0.5167091999270172, -0.4631899143581736, -0.46162133919134396, -0.6197179609356979, -0.7663838093180886, -0.7464340096256863, -0.4930037561094883, -0.48439295136073723, -0.5925456438950834, -0.6082896952960571, -0.5182345312635374, -0.4365693212021119, -0.474632641774983, -0.1557434288459005, -0.18259222623920043, -0.17373132621250084, -0.16319413603824343, -0.12467964904402437, -0.09520206428441898, -0.09013315328762485, -0.13305871825877336, -0.1897678534962138]"
"[-0.11, 1.604885451850862, 0.669466057218772, 0.67, 1.521408435886428, 0.6169457068940932, -0.01, 1.4535963379109051, 0.41658104256868966, -0.17, 1.7588944017461416, 0.5290553918411672]","[1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 1.54, 1.54, 1.54, 1.54, 1.54, 1.54, 1.73, 1.73, 1.73, 1.73, 1.73, 1.73, 1.73, 1.73, 1.73, 1.85, 1.85, 1.85, 1.85, 1.85]","[-0.64, -0.55, -0.14, -0.12, 0.23, 0.53, 0.81, -0.66, -0.4, -0.19, 0.14, 0.34, 0.6, -0.7, -0.52, -0.46, -0.22, -0.04, 0.1, 0.36, 0.48, 0.78, -0.61, -0.45, 0.15, 0.2, 0.73]","[-0.3242630385487528, -0.2545155993431856, -0.16647264260768335, -0.07081174438687392, 0.030716723549488054, 0.2661064425770308, 0.26215644820295986, -0.43788819875776397, -0.254421768707483, -0.20824295010845986, 0.0645879732739421, 0.08229426433915212, 0.17289719626168223, -0.3790523690773067, -0.3397745571658615, -0.2772585669781931, -0.20095693779904306, -0.07833163784333673, 0.08312342569269521, 0.19739696312364424, 0.14832535885167464, 0.20430107526881722, -0.3875968992248062, -0.32, 0.04618689581095596, 0.028985507246376812, 0.17]","[0.04504604552348796, 0.0391876000312408, 0.033643457871959624, 0.041454257139478326, 0.04129012647338791, 0.051017308020908675, 0.03137568167037603, 0.03542672267053461, 0.035671775912410726, 0.0322112548493499, 0.03330075531872713, 0.04976823226502255, 0.04760886588692664, 0.032676135058559, 0.03774124228543057, 0.05362636652833914, 0.03388017707311018, 0.03179704450383432, 0.05001487174551868, 0.032285239687520575, 0.0394944041000461, 0.050754020727532184, 0.04058125745716703, 0.04466169126518461, 0.03273870072057656, 0.032160953917824336, 0.04023058537978288]","[-0.35576234763476194, -0.32672139822318574, -0.13339486555047084, -0.1224515994280025, 0.06817323104040238, 0.19963356938196924, 0.260357846819151, -0.38441622753582816, -0.2878043519645296, -0.1748638443399092, 0.023699708120187662, 0.13350763290290701, 0.23657674255851052, -0.37728765258148933, -0.33130934752852204, -0.30840778744376096, -0.18998345929017862, -0.08461838536676577, -0.0008904077650904244, 0.13942802532038867, 0.1899482761770442, 0.24947811393978853, -0.33488567474038394, -0.2857682178883371, 0.025285142123268992, 0.05193561041228169, 0.22679252826153812]"
"[0.1785533593073626, 1.6891157001617534, 0.428651138022665, -0.2707099318530981, 1.6322323201308306, 0.5997846511912838, -0.5471796494903047, 1.5677791067138238, 0.4052980831104482, -0.10943592989806095, 1.7505962237622175, 0.5769691308794385]","[1.39, 1.39, 1.39, 1.39, 1.39, 1.39, 1.39, 1.55, 1.55, 1.55, 1.55, 1.55, 1.55, 1.55, 1.55, 1.6, 1.6, 1.6, 1.6, 1.6, 1.81, 1.81, 1.81, 1.81, 1.81]","[-0.82, -0.44, -0.14, -0.04, 0.15, 0.43, 0.81, -0.76, -0.48, -0.32, -0.19, 0.01, 0.23, 0.56, 0.72, -0.71, -0.22, -0.02, 0.18, 0.56, -0.84, -0.35, -0.16, 0.38, 0.68]","[0.012448132780082987, 0.26265060240963856, 0.3978819969742814, 0.42231075697211157, 0.36404494382022473, 0.14463452566096424, -0.24686192468619247, 0.05862646566164154, 0.3106159895150721, 0.38181818181818183, 0.5124555160142349, 0.33134328358208953, 0.3333333333333333, 0.125, -0.1799163179916318, 0.1331923890063425, 0.38170347003154576, 0.42492917847025496, 0.4186851211072664, 0.053164556962025315, 0.05128205128205128, 0.3087179487179487, 0.3841166936790924, 0.22075279755849442, -0.11203319502074689]","[0.045545222704287805, 0.04736463682766411, 0.03568414803952512, 0.04045689321065387, 0.031219974859071305, 0.03902148496980305, 0.031341338318495296, 0.040856880111788424, 0.034411695013173205, 0.030225796894313945, 0.03622265428518005, 0.051549472786366644, 0.03218696997235117, 0.0640434422872475, 0.06362909384681734, 0.03222312190192837, 0.051913008434180626, 0.03406865242868862, 0.05341949831817382, 0.050244302652847773, 0.05653935976482544, 0.030461294956048178, 0.03717003650353735, 0.031108189158587294, 0.06401013156363898]","[0.026785918766828825, 0.2780003837356015, 0.37107502054072167, 0.376607094250753, 0.3469429550930676, 0.1956011840674384, -0.24807557925481763, 0.09303459494428527, 0.2947609668450011, 0.37276903807402895, 0.41236851327029983, 0.4258973348874437, 0.36537830318410536, 0.10225034200232778, -0.10968671806561378, 0.14030812524212907, 0.40946495865226923, 0.43215659018046754, 0.3912978904576152, 0.10715335120889162, 0.0695765532098417, 0.331039290958571, 0.3779344259758372, 0.2544701963813476, -0.02709234448544711]"
"[0.35, 1.611853723965693, 0.6121586909621184, -0.03, 1.4295488343463045, 0.6529930236927868, -0.91, 1.682626908856976, 0.7464253831392235, -0.35, 1.724728145728551, 0.48949088502596627]","[1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.55, 1.55, 1.55, 1.55, 1.55, 1.55, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 1.84, 1.84, 1.84, 1.84, 1.84, 1.84, 1.84]","[-0.65, -0.48, -0.31, -0.03, 0.05, 0.3, 0.43, 0.75, -0.61, -0.44, -0.03, 0.07, 0.41, 0.63, -0.77, -0.48, -0.25, 0.07, 0.34, 0.6, 0.78, -0.66, -0.6, -0.34, -0.01, 0.19, 0.49, 0.69]","[0.14761904761904762, 0.18262806236080179, 0.17902350813743217, 0.422680412371134, 0.42894736842105263, 0.32515337423312884, 0.4398976982097187, 0.04980842911877394, 0.1101956745623069, 0.29194630872483224, 0.42151675485008816, 0.5259259259259259, 0.4032258064516129, 0.3169984686064318, 0.026567481402763018, 0.16632016632016633, 0.4, 0.4427710843373494, 0.4102141680395387, 0.3161094224924012, 0.057391304347826085, 0.18309859154929578, 0.11403508771929824, 0.2849740932642487, 0.4658119658119658, 0.5216881594372802, 0.43716814159292033, 0.12875536480686695]","[0.0482604199649214, 0.03280921075720048, 0.041837336421769185, 0.041152000590162295, 0.03276720430240574, 0.0523753349909433, 0.03211412702957774, 0.061821617082167137, 0.03189608696783493, 0.03917709218043974, 0.03808288615116452, 0.05176163030659041, 0.05810894068858407, 0.03711477935687219, 0.032587561583517194, 0.03179223094265409, 0.05683985600588051, 0.03479617429105195, 0.03701650053593534, 0.03698506297137037, 0.041634146482973096, 0.05833592935857883, 0.03798653190786453, 0.04878815807459274, 0.040903764807667865, 0.029210828909161553, 0.03783719235912701, 0.03248344008666904]","[0.09969542692256406, 0.19050117055444443, 0.28740402707820173, 0.4187401592627826, 0.4416829291278944, 0.44483528019460983, 0.3933421303943595, 0.05808435006976431, 0.11706451340951868, 0.2155577626811826, 0.45417625041293364, 0.4894015180050399, 0.4566905316551549, 0.25554782180918, 0.042379982154320574, 0.1786009678505516, 0.3275051190589992, 0.4895246884144352, 0.49233125179586834, 0.29578936386865806, 0.005159159628963523, 0.07448779783907046, 0.10290576940230904, 0.2590224988374116, 0.4465473186401953, 0.4963300748821952, 0.3942664573733946, 0.15984441108568237]"
