coefficients,x_known,y_known,z_known,e_known,z_func_known
"[0.77, 1.5796099782199442, 0.657453199551102, -0.39, 1.5058151650845768, 0.4150459584691621, 0.37, 1.4454777404480366, 0.325108376282106, 0.53, 1.7196130059339834, 0.601001089366657]","[1.26, 1.26, 1.26, 1.26, 1.26, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.67, 1.67, 1.67, 1.67, 1.67, 1.67, 1.87, 1.87, 1.87, 1.87, 1.87]","[-0.54, -0.51, -0.17, 0.46, 0.66, -0.75, -0.52, -0.18, 0.08, 0.56, 0.75, -0.59, -0.36, -0.25, 0.05, 0.33, 0.61, -0.79, -0.42, 0.11, 0.24, 0.57]","[0.6394640682095006, 0.6470588235294118, 0.3811881188118812, 0.024390243902439025, 0.13744075829383887, 0.946218487394958, 0.7407407407407407, 0.3435114503816794, 0.10526315789473684, 0.12448132780082988, 0.2346723044397463, 0.8014705882352942, 0.6120092378752887, 0.5474137931034483, 0.17647058823529413, 0.04020100502512563, 0.07571801566579635, 0.7172774869109948, 0.6497890295358649, 0.2654774396642183, 0.17983963344788087, 0.17921146953405018]","[0.026832037349821404, 0.044849416597978274, 0.04599546948408112, 0.059010573552110625, 0.048217271835119785, 0.013263368021760856, 0.02217240711475354, 0.04737377452359485, 0.033637583650670676, 0.04519447142016392, 0.044696034926111176, 0.025640504498633275, 0.026874197829057547, 0.02747134359436052, 0.048730404092912585, 0.05008494992542757, 0.050950925606056734, 0.025208891858972942, 0.03491322023900783, 0.031230815375073915, 0.033293063411105814, 0.04164802269307314]","[0.6702100180913426, 0.6470151465601165, 0.3561860113461949, 0.08271067730824193, 0.19550192911157663, 0.9219785127718981, 0.7574820657000018, 0.4132619909136816, 0.17521990792862657, 0.10871333264324501, 0.31345314371264615, 0.80556233895861, 0.6267602260638334, 0.5219740456410017, 0.24181305874413653, 0.08597042451730319, 0.15032539322173707, 0.6935260224953471, 0.6370390041386094, 0.24735660805234877, 0.17156650797557435, 0.14229710324942504]"
"[-0.35, 1.6512300983509163, 0.5660200880280983, 0.27, 1.5202866141687585, 0.616507440663741, 0.91, 1.7706836088751317, 0.7070793372764828, 0.05, 1.611395763467108, 0.7061593164295726]","[1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.49, 1.49, 1.49, 1.49, 1.49, 1.71, 1.71, 1.71, 1.71, 1.71, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9]","[-0.63, -0.5, -0.34, 0.09, 0.26, 0.54, 0.77, -0.61, -0.22, -0.07, 0.45, 0.77, -0.82, -0.26, 0.11, 0.27, 0.51, -0.79, -0.63, -0.45, -0.2, -0.03, 0.13, 0.44, 0.54, 0.73]","[-0.17733990147783252, -0.34858681022880217, -0.328125, -0.35294117647058826, -0.3324175824175824, -0.23846153846153847, 0.06779661016949153, -0.31627906976744186, -0.47435897435897434, -0.46017699115044247, -0.3144758735440932, 0.03911735205616851, -0.12973593570608496, -0.5154394299287411, -0.48564294631710364, -0.38095238095238093, -0.24738675958188153, -0.12083333333333333, -0.27904191616766466, -0.49261083743842365, -0.5163727959697733, -0.4899713467048711, -0.4045307443365696, -0.32762312633832974, -0.1554054054054054, 0.06542056074766354]","[0.0488425276854003, 0.034385339839445694, 0.05903964453199938, 0.056731842325500326, 0.03495480895124733, 0.06022828669304036, 0.03471439367042142, 0.04574874632993304, 0.04069333833859182, 0.0590573868509478, 0.03872134601485932, 0.03164607804349092, 0.03359734194468295, 0.02953162068091171, 0.030886828352203476, 0.029748345526079925, 0.04044180641235913, 0.045309107471979713, 0.033231822441452306, 0.04318976807189381, 0.0429796722961686, 0.046663094128070855, 0.05202547536554885, 0.04372052294434967, 0.05741766019792161, 0.03646092976746423]","[-0.27267838293476226, -0.34317612935830216, -0.40427528084494996, -0.4160314755081527, -0.3542495071409167, -0.16308131080515736, 0.08247277013227682, -0.3060609492022738, -0.46964176788283923, -0.4799743931093237, -0.263924928056308, 0.08186923571808868, -0.12598369511101107, -0.4829080660641217, -0.4780412107404204, -0.4101564521584243, -0.22869173126834336, -0.11917238036721768, -0.25857454839730304, -0.3764848850987697, -0.46776985677940924, -0.47892094989775125, -0.4497696441046601, -0.27782840424859084, -0.1883547457228341, 0.029497218966308438]"
"[0.3654302396890643, 1.4411020883595012, 0.38985327950362814, -0.31917324732335994, 1.7869498873544234, 0.6775085686509366, -0.31917324732335994, 1.7656510628410986, 0.3222833272877688, -0.43944142747419124, 1.6550636036333741, 0.32135213535688445]","[1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.51, 1.51, 1.51, 1.51, 1.51, 1.51, 1.51, 1.51, 1.66, 1.66, 1.66, 1.66, 1.66, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83]","[-0.84, -0.49, -0.41, -0.19, 0.08, 0.27, 0.47, 0.7, -0.75, -0.64, -0.28, -0.09, 0.19, 0.26, 0.43, 0.83, -0.53, -0.33, -0.03, 0.28, 0.78, -0.8, -0.53, -0.23, 0.26, 0.53, 0.67]","[0.3727810650887574, 0.29260450160771706, 0.32905982905982906, 0.3431952662721893, 0.3393548387096774, 0.312406576980568, 0.2949061662198391, 0.2054794520547945, 0.26424870466321243, 0.27481713688610243, 0.437125748502994, 0.4377358490566038, 0.5934065934065934, 0.6302250803858521, 0.5062761506276151, 0.0011534025374855825, 0.3018181818181818, 0.30952380952380953, 0.4860759493670886, 0.580952380952381, 0.036848792884371026, 0.2474747474747475, 0.1390922401171303, 0.31, 0.43169398907103823, 0.3128205128205128, 0.13381995133819952]","[0.05047215758080696, 0.054223030122112055, 0.04365070242772742, 0.051089230711562815, 0.033789448504684814, 0.036727130416203166, 0.03498430044531612, 0.036221884605313295, 0.06942295920430773, 0.031080768164756026, 0.049213000326994105, 0.03905456575754932, 0.0266822700094816, 0.03113130443525082, 0.03944395046991338, 0.03396175795024507, 0.040651641700584086, 0.04639876361596463, 0.031092556222742603, 0.030022538723132423, 0.035621941300074844, 0.04868877272327536, 0.03789198930123976, 0.03361361331365612, 0.038497280669463056, 0.04809561328572523, 0.034565291731539396]","[0.42001025211819853, 0.29809937462243424, 0.2969087815615353, 0.322389267665373, 0.3718836387095682, 0.38768649377462144, 0.36043247140129264, 0.2413911345010583, 0.3640180197441953, 0.2957034031528171, 0.34696787840861887, 0.4588150756675069, 0.5958814238913474, 0.6086837525315014, 0.5778978879115989, -0.020060017534977142, 0.21610460995723554, 0.28539939444248236, 0.4871502250904773, 0.6100509964736822, 0.011948780231744865, 0.23689488548795085, 0.15834236327098083, 0.28543906190485296, 0.49576861847567616, 0.35731486446372457, 0.1536217057273367]"
"[0.3445462154756628, 1.5758527607011545, 0.3725419785298202, -0.3049432022025981, 1.550735773564712, 0.5494312219363802, 0.003960301327306469, 1.4659402604928133, 0.546966820427663, -0.17029295707417816, 1.41426793502403, 0.35970613779865046]","[1.23, 1.23, 1.23, 1.23, 1.46, 1.46, 1.46, 1.46, 1.46, 1.46, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.8, 1.8, 1.8, 1.8]","[-0.62, -0.31, 0.17, 0.83, -0.77, -0.3, -0.06, 0.05, 0.3, 0.64, -0.76, -0.43, -0.28, -0.08, 0.19, 0.45, 0.71, -0.44, -0.26, 0.31, 0.69]","[0.3094867807153966, 0.18865866957470012, 0.27197518097207857, 0.09653465346534654, 0.4700854700854701, 0.43157894736842106, 0.34433443344334436, 0.3437945791726106, 0.3168044077134986, 0.2886297376093295, 0.5347985347985348, 0.4362745098039216, 0.3421750663129973, 0.35294117647058826, 0.44802867383512546, 0.3253012048192771, 0.18518518518518517, 0.28825622775800713, 0.32228915662650603, 0.28378378378378377, 0.17611026033690658]","[0.03749998304950203, 0.032429907746716266, 0.030945618995099625, 0.03501557398692853, 0.0576987331481348, 0.053434321455716666, 0.031139591281105338, 0.03546723563531995, 0.04978286093749572, 0.03655525939130447, 0.03616178864769077, 0.04454741228635135, 0.048393727370286785, 0.04011547041756727, 0.05352352872297304, 0.04237381755213969, 0.054594646754821397, 0.03297988795733244, 0.03673680608007893, 0.045506824655520466, 0.03852139232256162]","[0.3004118487900391, 0.23205418877108244, 0.2470498839025486, 0.055652393008315454, 0.5182940596797416, 0.3443575573225239, 0.34646274247937914, 0.35318441659143635, 0.35662642345881446, 0.2691612110098774, 0.5259192319132385, 0.38828911985802383, 0.367776834368389, 0.36253017548851435, 0.3644823087161469, 0.33649399911325645, 0.2370706529474347, 0.34775761730480453, 0.32207884210633936, 0.28659873771413874, 0.19326412618895994]"
"[-0.4533980532695061, 1.7463183110879925, 0.7449343317733943, 0.21235098697432564, 1.5935365393557122, 0.25741595847329335, -0.48783334845453186, 1.7177901023715472, 0.4411284723022817, -0.48783334845453186, 1.7560736130366799, 0.3431312582637445]","[1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.46, 1.46, 1.46, 1.46, 1.46, 1.46, 1.46, 1.46, 1.46, 1.73, 1.73, 1.73, 1.73, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97]","[-0.77, -0.51, -0.14, -0.03, 0.31, 0.46, 0.84, -0.71, -0.6, -0.42, -0.21, -0.06, 0.2, 0.42, 0.53, 0.84, -0.71, -0.32, 0.21, 0.57, -0.66, -0.52, -0.29, 0.1, 0.21, 0.56, 0.62]","[-0.5290519877675841, -0.4236760124610592, -0.09271523178807947, -0.01532567049808429, 0.040214477211796246, 0.15151515151515152, -0.30153846153846153, -0.6012461059190031, -0.5357142857142857, -0.46859903381642515, -0.21489001692047377, -0.1813186813186813, 0.13636363636363635, 0.1311647429171039, 0.14389359129383314, -0.26990692864529475, -0.6741440377804014, -0.41348973607038125, 0.164021164021164, 0.142433234421365, -0.6391437308868502, -0.4585635359116022, -0.2714285714285714, 0.11326860841423948, 0.077733860342556, 0.031746031746031744, 0.001949317738791423]","[0.04692710184511242, 0.03574961900903879, 0.057295674564689356, 0.04376367052590504, 0.05173615253782513, 0.04598708549329261, 0.03739754323919848, 0.04459939790176667, 0.05046251098169075, 0.04341728060169322, 0.040173529697701604, 0.05154544393709959, 0.03520152944259792, 0.032113319328518075, 0.034411526048862814, 0.030964339663315518, 0.025378593000288757, 0.04930681483073149, 0.05073786397373049, 0.03812584140691929, 0.04253062545668848, 0.03813612053875321, 0.04696317023584101, 0.056521904060871375, 0.03618786887476646, 0.0398208725173752, 0.04415099468524571]","[-0.468066868245801, -0.37891084084455967, -0.14545533237330063, -0.0766146370970885, 0.055195767694133036, 0.046564135999699316, -0.2690943741080532, -0.5915757241013919, -0.553721301543092, -0.4326513209593221, -0.23865269173791914, -0.0937973866784995, 0.10510585331220516, 0.15670666800384167, 0.12146178551405791, -0.278249862525957, -0.65501871645306, -0.4066271375556944, 0.17368253261279082, 0.14752407613577556, -0.4908082576494082, -0.45557683345337374, -0.29947075204079404, 0.02977688222245663, 0.09044810398946537, 0.029481200691951932, -0.03471667113274535]"
"[0.41808084924104444, 1.4901662134809763, 0.7431180607369485, 0.21593186719042953, 1.6854923691924422, 0.5684786507590442, 0.38132648886820536, 1.563986493203947, 0.6615038620539484, 0.21593186719042953, 1.4067386012780974, 0.557178979456086]","[1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.35, 1.44, 1.44, 1.44, 1.44, 1.44, 1.44, 1.67, 1.67, 1.67, 1.67, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97]","[-0.85, -0.62, -0.28, -0.02, 0.15, 0.28, 0.51, 0.67, -0.83, -0.4, -0.14, 0.0, 0.32, 0.74, -0.67, -0.22, 0.22, 0.58, -0.79, -0.63, -0.29, -0.2, 0.08, 0.2, 0.32, 0.47, 0.67]","[0.26479750778816197, 0.178125, 0.12101910828025478, 0.12650602409638553, 0.12457912457912458, 0.0712401055408971, 0.2247557003257329, 0.32682926829268294, 0.2802547770700637, 0.168141592920354, 0.11213517665130568, 0.15611814345991562, 0.1839080459770115, 0.42168674698795183, 0.1791530944625407, 0.12219451371571072, 0.06971428571428571, 0.28, 0.12912912912912913, 0.16371681415929204, 0.13216957605985039, 0.10638297872340426, 0.09355509355509356, 0.1388235294117647, 0.08751793400286945, 0.1676470588235294, 0.15425531914893617]","[0.0380580446969017, 0.03889632623186845, 0.04573890582669245, 0.03849574037356109, 0.04071085613946126, 0.051236037350520805, 0.055612809762480224, 0.03300374386352047, 0.03830520369950853, 0.06557196967280168, 0.038945897763727366, 0.0370430836948539, 0.03332490405992722, 0.04976390909926104, 0.03970379269423762, 0.035046611299998656, 0.033723919758064845, 0.04189783492531054, 0.03842479625167207, 0.04640140381519818, 0.035001446410514656, 0.036259310283447165, 0.04539609562350506, 0.04803743705955769, 0.03773236209857306, 0.0378055097071496, 0.05095380930037298]","[0.1996348766721763, 0.20967069228463048, 0.15754078991804335, 0.11356047459512694, 0.1045188184573686, 0.11652065931347146, 0.19478924144477663, 0.30469645980208776, 0.20140938340776807, 0.17787273782829285, 0.12962013775922487, 0.11095168669663463, 0.12839759235208553, 0.38375302376031056, 0.1908329611913578, 0.12955927454255262, 0.11230800370938994, 0.2540186142572162, 0.1552582243195396, 0.14581503856135966, 0.10691643582848591, 0.0976271872092179, 0.08848018112552543, 0.09916569984259883, 0.1220872097703437, 0.17160845993517268, 0.2813360563565076]"
"[0.33776109907360824, 1.5722786636727442, 0.6697293446775574, 0.31334463408033536, 1.757650701594198, 0.6757624667478135, 0.2889281690870625, 1.7140348434631756, 0.6449367371132189, 0.09359644914087939, 1.58650518016254, 0.746610580224688]","[1.32, 1.32, 1.32, 1.32, 1.52, 1.52, 1.52, 1.52, 1.52, 1.52, 1.52, 1.52, 1.67, 1.67, 1.67, 1.67, 1.91, 1.91, 1.91, 1.91, 1.91, 1.91, 1.91, 1.91, 1.91]","[-0.8, -0.23, 0.31, 0.69, -0.75, -0.46, -0.24, -0.16, 0.18, 0.4, 0.48, 0.75, -0.48, -0.04, 0.18, 0.83, -0.75, -0.49, -0.33, -0.18, 0.05, 0.12, 0.35, 0.6, 0.84]","[0.11688311688311688, 0.08991825613079019, 0.1880108991825613, 0.30363423212192264, 0.140625, 0.11212814645308924, 0.1772853185595568, 0.10452961672473868, 0.16878402903811252, 0.1743119266055046, 0.23367697594501718, 0.3782051282051282, 0.0962962962962963, 0.17008797653958943, 0.17052023121387283, 0.43482587064676614, 0.07874015748031496, 0.1565217391304348, 0.05726872246696035, 0.0367504835589942, 0.043478260869565216, 0.11216429699842022, 0.16923076923076924, 0.23636363636363636, 0.4632258064516129]","[0.03267209409680772, 0.036761153884188665, 0.05126869704241182, 0.03262286277977611, 0.035725818770048705, 0.0475348187156238, 0.03662662390533072, 0.04151053682673253, 0.04199023202335356, 0.03850444496051389, 0.04030372385038675, 0.0524086776248219, 0.06057523706621549, 0.03773402208398159, 0.03745754534658247, 0.028405844507869423, 0.0625507663932094, 0.04605056165402622, 0.04685530011127478, 0.043950240061534356, 0.05567512354243219, 0.039495618779937985, 0.03156370760363484, 0.05348837968973456, 0.03183469100327306]","[0.13188746056319572, 0.1053010873405122, 0.16281721699321988, 0.31263715549892923, 0.1323851119231284, 0.11165269924112332, 0.10441228640145439, 0.10535836294485096, 0.1420554908965304, 0.20381136763231847, 0.23558558891279135, 0.3862194867910764, 0.10552907192088368, 0.10597669837223461, 0.1389019479242535, 0.4555867243005604, 0.1037836531178404, 0.08501361952195459, 0.07865615967239438, 0.07930665083625929, 0.09810139949311843, 0.10917346095314748, 0.16730066287979894, 0.2758169147140087, 0.43405838036318245]"
"[-0.13, 1.791038024975852, 0.533073569686566, 0.53, 1.405724650493496, 0.7190386117022061, -0.95, 1.4720544938926283, 0.627103660872018, -0.65, 1.4281935663576006, 0.2720298802253252]","[1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.42, 1.42, 1.42, 1.42, 1.42, 1.42, 1.42, 1.79, 1.79, 1.79, 1.79, 1.79, 1.79, 1.79, 1.79, 1.79, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97]","[-0.72, -0.45, -0.42, -0.13, 0.03, 0.27, 0.46, 0.72, -0.65, -0.47, -0.26, -0.02, 0.18, 0.46, 0.65, -0.74, -0.51, -0.37, -0.23, -0.09, 0.1, 0.45, 0.65, 0.82, -0.77, -0.56, -0.29, 0.27, 0.47, 0.6]","[-0.6785714285714286, -0.5149342891278376, -0.4538606403013183, -0.04807692307692308, 0.2896174863387978, 0.5890804597701149, 0.6131805157593123, 0.14049586776859505, -0.6198757763975156, -0.5270758122743683, -0.26582278481012656, 0.23265306122448978, 0.46867167919799496, 0.5947556615017878, 0.27649208282582216, -0.4666666666666667, -0.3281423804226919, -0.1574074074074074, -0.12103407755581669, 0.17123287671232876, 0.21904761904761905, 0.27111111111111114, 0.10539845758354756, -0.21790341578327443, -0.40046838407494145, -0.2523148148148148, -0.07777777777777778, 0.23450134770889489, 0.15309446254071662, 0.1484593837535014]","[0.04907814542747701, 0.029630191379659214, 0.0386692605594331, 0.04897233838203421, 0.03537700372990143, 0.030629980521987638, 0.029899776596733794, 0.04500369385987059, 0.027657039399891968, 0.03610531847067409, 0.04427899291131249, 0.062134566051265515, 0.04422393621252696, 0.027753935457640135, 0.03353969648215786, 0.04240532991392187, 0.03150511687823354, 0.03359658044653583, 0.034027547284965556, 0.05765625885106872, 0.04760997646026086, 0.04537495063804107, 0.05041960602095683, 0.03349521530076701, 0.044343376804303516, 0.03291995824303761, 0.052544970614701675, 0.03568749352316465, 0.05640021269450068, 0.052339117542632894]","[-0.5822498713804959, -0.4985879157804822, -0.4642741269379014, -0.001055354117492746, 0.27674092882429824, 0.5700965472533076, 0.5860495357192668, 0.11170376918251365, -0.6228436110529777, -0.5373913148660904, -0.242463611141153, 0.18997291477399353, 0.49179777324597707, 0.5944420339706252, 0.3090138004727282, -0.49490525894677223, -0.33950537863918046, -0.20363081225836543, -0.056188097972965714, 0.0866212273934791, 0.24402360916845492, 0.29775072701196753, 0.11086434769966189, -0.21697564949984754, -0.43184800723824057, -0.252525537057828, -0.038844821512134656, 0.18531479466579026, 0.14240848668952688, 0.0672951632103839]"
"[-0.09, 1.744133563736014, 0.48036924513646206, -0.01, 1.6582539059143995, 0.6049801577884433, -0.73, 1.7500083488606035, 0.7110470240220736, -0.63, 1.4663682323093434, 0.45573723870513133]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.51, 1.51, 1.51, 1.51, 1.51, 1.51, 1.51, 1.51, 1.71, 1.71, 1.71, 1.71, 1.71, 1.71, 1.71, 1.71, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83]","[-0.62, -0.56, -0.15, -0.01, 0.33, 0.54, 0.82, -0.75, -0.63, -0.34, -0.07, 0.0, 0.24, 0.51, 0.83, -0.77, -0.54, -0.38, -0.03, 0.06, 0.34, 0.5, 0.72, -0.78, -0.57, -0.3, -0.17, 0.14, 0.4, 0.52, 0.82]","[-0.1973018549747049, -0.22108843537414966, 0.018498367791077257, 0.057777777777777775, 0.34782608695652173, 0.1111111111111111, -0.23482849604221637, -0.13099041533546327, -0.254071661237785, -0.21100917431192662, 0.10037174721189591, 0.1319796954314721, 0.2097902097902098, 0.17318435754189945, -0.35807860262008734, -0.18981481481481483, -0.2649379932356257, -0.2144082332761578, 0.11722488038277512, 0.1368421052631579, 0.2788104089219331, 0.26194398682042835, -0.12947658402203857, -0.31353135313531355, -0.2129032258064516, -0.046831955922865015, 0.013100436681222707, 0.08542713567839195, 0.2652388797364086, 0.24598930481283424, -0.3185595567867036]","[0.04025785308836298, 0.04021878735997843, 0.032981311857938324, 0.06655529792402577, 0.06182081446415059, 0.055211554999994805, 0.0353059671428577, 0.056036316130951475, 0.039032425986988806, 0.05405499318796615, 0.0606631724529032, 0.04993857546808137, 0.033379712510968315, 0.03680704591398941, 0.0436285360510747, 0.03340219165708018, 0.032376865161375334, 0.040452608901048584, 0.03434726832530615, 0.05081634212449322, 0.05855333907020653, 0.0391715137849599, 0.0520445828745315, 0.05455182205126306, 0.032039495392258366, 0.052428799098809785, 0.06607618927016151, 0.07062898334885895, 0.03913496977683216, 0.05011989000498199, 0.049889623565992115]","[-0.2149025039130266, -0.21399497198326986, 0.0023007981393717847, 0.10551801178696396, 0.2496036650586339, 0.1705408844879733, -0.2668584940856411, -0.23316818958892435, -0.27483672431502293, -0.16386850872650482, 0.06750842345695987, 0.12707489074555944, 0.27076689263903925, 0.21077081575084325, -0.37930169304560574, -0.23524669737133233, -0.24444272291494562, -0.1630809619248748, 0.10807321001242284, 0.1700728699278255, 0.25360114360691477, 0.18242469257623908, -0.12258790649387488, -0.22997365185888877, -0.22205299777639195, -0.07654152296780245, 0.01600768228964923, 0.19857106942682617, 0.20622463425813303, 0.13344552925741143, -0.3452862676083412]"
"[-0.3214160293114667, 1.7435343644593337, 0.4240270757972816, 0.2670921933715005, 1.431130942710773, 0.3428324086006643, -0.03168890429831362, 1.6277768895472804, 0.6778143078848347, -0.44817164650472113, 1.5943575240539563, 0.38019517900700234]","[1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.58, 1.58, 1.58, 1.58, 1.58, 1.58, 1.58, 1.58, 1.58, 1.75, 1.75, 1.75, 1.75, 1.75, 1.9, 1.9, 1.9, 1.9]","[-0.64, -0.5, -0.35, -0.15, 0.17, 0.21, 0.52, 0.73, -0.71, -0.63, -0.45, -0.17, -0.05, 0.23, 0.43, 0.62, 0.79, -0.84, -0.27, -0.12, 0.44, 0.82, -0.43, -0.3, 0.06, 0.76]","[-0.3746065057712487, -0.3933333333333333, -0.3941018766756032, -0.183206106870229, 0.008746355685131196, 0.047619047619047616, 0.11314984709480122, 0.03414634146341464, -0.5388349514563107, -0.6093418259023354, -0.6200814111261872, -0.43921139101861995, -0.31620553359683795, -0.0407673860911271, 0.06770833333333333, 0.06164383561643835, -0.050100200400801605, -0.3709677419354839, -0.5576923076923077, -0.308411214953271, 0.06820566631689402, -0.18441558441558442, -0.5207547169811321, -0.4878587196467991, -0.2702702702702703, -0.22029988465974626]","[0.03003443224862466, 0.05308134916926688, 0.047587473028920094, 0.06073454700597361, 0.038178717020440386, 0.03914862825398545, 0.0388519717206042, 0.0698023001705239, 0.041502628735584635, 0.036535255904458414, 0.028898809175199266, 0.02973216243434778, 0.0298218369158957, 0.04892950001561114, 0.03600158383374334, 0.04130159781500908, 0.04470993061536621, 0.041697425232920755, 0.04699220100121458, 0.0650263254558845, 0.03231774284676485, 0.05009059045900318, 0.037082634005637195, 0.029000910955940287, 0.06461786427079648, 0.033127414030448485]","[-0.38628794285950174, -0.38473584124112875, -0.33836677372768753, -0.22879151175633747, -0.018592870067398598, 0.005012911018006444, 0.11657703105557697, 0.07718239862059183, -0.5663050569865649, -0.6110165269604537, -0.6145048273493806, -0.4343765410433103, -0.3207354512857136, -0.060014353358781615, 0.05473735111859492, 0.05025245060966154, -0.08776450179430424, -0.386109953892654, -0.5035180232190808, -0.39376417646303763, -0.016454459079403707, -0.2105187055311564, -0.48303034381661497, -0.4430263915854774, -0.23621574484673175, -0.18160109486598783]"
"[0.2854897436952385, 1.6395322219550086, 0.6734630692479422, -0.579136337210341, 1.6319898943771518, 0.7380639777163562, 0.12235274729795936, 1.7020570462002542, 0.25759763608300834, -0.1549801465774152, 1.7127513204330855, 0.31205799414735336]","[1.23, 1.23, 1.23, 1.23, 1.23, 1.23, 1.23, 1.23, 1.23, 1.51, 1.51, 1.51, 1.51, 1.51, 1.51, 1.51, 1.51, 1.51, 1.72, 1.72, 1.72, 1.72, 1.72, 1.82, 1.82, 1.82, 1.82, 1.82, 1.82]","[-0.85, -0.58, -0.34, -0.12, -0.08, 0.25, 0.43, 0.54, 0.81, -0.85, -0.57, -0.45, -0.26, 0.08, 0.16, 0.32, 0.61, 0.84, -0.67, -0.39, 0.1, 0.31, 0.83, -0.66, -0.45, -0.13, 0.21, 0.39, 0.65]","[0.3888888888888889, 0.3097949886104784, 0.0931537598204265, 0.11974110032362459, 0.1336116910229645, 0.04093567251461988, 0.11375212224108659, 0.09836065573770492, 0.0267639902676399, 0.5584905660377358, 0.2729124236252546, 0.19319562575941676, 0.08395324123273114, 0.09012875536480687, 0.06321839080459771, 0.03458646616541353, 0.05245346869712352, -0.042821158690176324, 0.3333333333333333, 0.08814589665653495, 0.08249496981891348, 0.10736842105263159, -0.06594885598923284, 0.42028985507246375, 0.19889502762430938, -0.016853932584269662, 0.10677382319173363, 0.009009009009009009, -0.008739076154806492]","[0.034334252255072514, 0.032088059804868424, 0.033355588143769, 0.05647871176956676, 0.0320188474640301, 0.034170612022370386, 0.040936831844973647, 0.04504836156758501, 0.04930869268959154, 0.03603164980975647, 0.030699894336162086, 0.03420109656579846, 0.03248398368182613, 0.06524555162040248, 0.03782908164620856, 0.038755135994499666, 0.04107787646729071, 0.050142526041321564, 0.03612852097356032, 0.05491718830323134, 0.04470323742782309, 0.03225673364481095, 0.03660657569494824, 0.048852230237703444, 0.051508749672069344, 0.05299236602209065, 0.03369000558173911, 0.06711288183958318, 0.035331913414829504]","[0.40619354167587696, 0.27437828206840714, 0.19613085354627988, 0.14552527502044274, 0.13771639016945197, 0.07885309955634051, 0.043367828967224256, 0.01754780624445839, -0.06772773860231723, 0.5540242686634631, 0.2773217879449776, 0.20506794722101593, 0.13358269325934424, 0.08998415158213055, 0.0872279825288627, 0.08135699994260033, 0.04175674716218165, -0.048809166951631976, 0.35879985982457246, 0.1512456306034538, 0.07436919491133054, 0.08164717353901293, -0.025786949979537115, 0.3386742161194693, 0.18251579723517636, 0.08616394184836439, 0.07999223689854537, 0.0801408825939792, 0.042866567865003306]"
