coefficients,x_known,y_known,z_known,e_known,z_func_known
"[0.5182652153752182, 1.66300604577805, 0.6072534949649788, 0.6259566886999389, 1.5837787536807006, 0.49473302345539016, -0.31634370289136693, 1.4714015499920021, 0.38947087855988866, 0.5451880837063984, 1.4388088103277186, 0.7340235925222245]","[1.26, 1.26, 1.26, 1.26, 1.26, 1.45, 1.45, 1.45, 1.45, 1.45, 1.78, 1.78, 1.78, 1.78, 1.78, 1.78, 1.78, 1.78, 1.78, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9]","[-0.58, -0.4, 0.08, 0.43, 0.67, -0.79, -0.47, -0.04, 0.2, 0.71, -0.68, -0.56, -0.46, -0.2, -0.02, 0.14, 0.37, 0.64, 0.73, -0.74, -0.34, -0.08, 0.23, 0.39, 0.8]","[0.104199066874028, 0.2857142857142857, 0.33801404212637914, 0.3678571428571429, 0.3964285714285714, -0.2457627118644068, 0.2523076923076923, 0.4880952380952381, 0.521259842519685, 0.535671100362757, 0.04491017964071856, 0.15091210613598674, 0.29337539432176657, 0.40588235294117647, 0.3758620689655172, 0.46682750301568154, 0.49015544041450776, 0.5255623721881391, 0.625, -0.023391812865497075, 0.3069306930693069, 0.3904761904761905, 0.33081285444234404, 0.45017182130584193, 0.6037735849056604]","[0.03922147812074427, 0.04210593706563532, 0.02980623663854673, 0.039294699807284526, 0.03879535105973906, 0.06309800990230657, 0.03795424022936379, 0.03887717325494672, 0.03386606729889772, 0.029363593846369527, 0.038652123361676075, 0.04025675342170208, 0.03796750391219616, 0.04956456026267316, 0.03847811077502961, 0.03071468928756299, 0.028058924752591013, 0.02720414742190868, 0.03623959422586258, 0.05405901105000244, 0.05467556726378927, 0.03667810091566472, 0.04103027733856548, 0.030221506253141718, 0.03462623768430707]","[0.14551763227924228, 0.3094753827632858, 0.40877035111158716, 0.38229406451567804, 0.42489694474845835, -0.21949575494541385, 0.2779858237790485, 0.47942650741386855, 0.4768968948474268, 0.5323686648086884, 0.033329613609974426, 0.1865857604629221, 0.28161892005792916, 0.4195388589726781, 0.4510877311630159, 0.45691979024972096, 0.46267578997962133, 0.5247226524061286, 0.5713851087146318, -0.0222589668643091, 0.33351461804607524, 0.3982014202580532, 0.4080365760050163, 0.417856282097159, 0.5828168407742187]"
"[-0.3767126781381807, 1.4073966501523274, 0.7363135193015542, -0.07097485240284565, 1.6849991532124438, 0.5826959241593085, -0.27843980558039444, 1.4504353342507352, 0.4735404865306267, -0.300278221704347, 1.6318173343493094, 0.6444745181397542]","[1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.4, 1.4, 1.4, 1.4, 1.65, 1.65, 1.65, 1.65, 1.98, 1.98, 1.98, 1.98, 1.98, 1.98]","[-0.77, -0.61, -0.4, -0.14, 0.14, 0.35, 0.56, 0.83, -0.54, -0.14, 0.25, 0.8, -0.63, -0.2, 0.32, 0.64, -0.73, -0.3, -0.21, 0.25, 0.49, 0.65]","[-0.27253886010362693, -0.26851851851851855, -0.17777777777777778, -0.1267605633802817, -0.05128205128205128, -0.072992700729927, -0.225130890052356, -0.3684210526315789, -0.19630484988452657, -0.164366373902133, -0.030120481927710843, -0.39947780678851175, -0.24434389140271492, -0.19137466307277629, -0.04072398190045249, -0.20610687022900764, -0.2026578073089701, -0.10848549946294307, -0.17590361445783131, -0.08771929824561403, -0.08888888888888889, -0.1891327063740857]","[0.030972536217167407, 0.046345567060295245, 0.042347658593904776, 0.03146221520307208, 0.039979364693653915, 0.04260393186423346, 0.04985098428726347, 0.051727612616977926, 0.04712188524539739, 0.03494005792197972, 0.0316718357105734, 0.04684337220224343, 0.04612338515080646, 0.050957826713131676, 0.0475256910113305, 0.04936028314622835, 0.056443009599773594, 0.03258024706513466, 0.048322658468834184, 0.03978220861582406, 0.06061715823074137, 0.03174198521305897]","[-0.26211535545813924, -0.24891151332632597, -0.20073253133565178, -0.12438920151179657, -0.06839437279652119, -0.07614471440160965, -0.15205613893518494, -0.3867765024364913, -0.23875369377796785, -0.12368705774182542, -0.06158582474585226, -0.35982189089872313, -0.24266667959706206, -0.14120415306395404, -0.060527505247234256, -0.19231852555503506, -0.17688666764725483, -0.1536510249172017, -0.1342940136280471, -0.05657655215206589, -0.08341756689254264, -0.14908741965950162]"
"[-0.1604640906363858, 1.718115393267449, 0.36997364907953817, 0.39910299465972876, 1.5910525887836104, 0.2884877022114021, -0.012343391587414291, 1.7755566274885122, 0.6212522122087318, -0.40733192238467164, 1.5423903343028311, 0.2662547792127631]","[1.36, 1.36, 1.36, 1.36, 1.48, 1.48, 1.48, 1.48, 1.61, 1.61, 1.61, 1.61, 1.61, 1.61, 1.61, 1.61, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96]","[-0.85, -0.11, 0.41, 0.79, -0.52, -0.3, 0.24, 0.68, -0.67, -0.61, -0.23, -0.14, 0.19, 0.3, 0.5, 0.67, -0.63, -0.41, -0.35, 0.0, 0.23, 0.53, 0.82]","[-0.24444444444444444, -0.22783389450056116, 0.27375886524822696, 0.1340782122905028, -0.6267071320182094, -0.5381400208986415, 0.18106995884773663, 0.24324324324324326, -0.6946410515672397, -0.6989966555183946, -0.42567567567567566, -0.3215767634854772, 0.06086956521739131, 0.20565832426550598, 0.4027603513174404, 0.3285024154589372, -0.3485915492957746, -0.3296398891966759, -0.2340909090909091, -0.17996289424860853, -0.03492063492063492, 0.07281553398058252, 0.043795620437956206]","[0.04172766454178293, 0.032620177813431954, 0.03622342182805675, 0.052374431717533594, 0.030355460410754407, 0.027245647470158233, 0.03154482195518041, 0.06509980987699049, 0.022874206699490158, 0.04135674293106931, 0.030365643725255742, 0.030497064432332494, 0.04653878457406219, 0.03228182234690798, 0.0324217830991882, 0.04641979637245309, 0.03932717432541755, 0.03513601476924815, 0.032773351256654176, 0.04236981275421022, 0.03981665419395726, 0.03474417423421345, 0.06035424451327414]","[-0.32676535835976356, -0.22734510919590548, 0.27114007286701136, 0.1823283907654157, -0.6609192059300132, -0.518952071090345, 0.17851191940975994, 0.34536762299401286, -0.6856726233862405, -0.707567450884878, -0.4751499218385726, -0.3593447091917731, 0.10054228689437046, 0.22825533100975692, 0.36906631381624594, 0.3514285940679736, -0.35099702901285246, -0.31670737428461354, -0.2971325036238384, -0.13594092171004443, -0.024393636774487113, 0.06540292190133427, 0.029697148900004973]"
"[0.31, 1.5434233690626034, 0.5574467797253475, -0.89, 1.660926388294844, 0.4469563181812292, -0.27, 1.6438394357177912, 0.6700093468726749, 0.49, 1.5391157397042825, 0.509502734192828]","[1.35, 1.35, 1.35, 1.35, 1.54, 1.54, 1.54, 1.54, 1.54, 1.54, 1.54, 1.54, 1.54, 1.78, 1.78, 1.78, 1.78, 1.78, 1.78, 1.78, 1.78, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9, 1.9]","[-0.53, -0.27, 0.14, 0.62, -0.76, -0.63, -0.37, -0.21, 0.05, 0.16, 0.41, 0.47, 0.8, -0.68, -0.53, -0.43, -0.06, 0.0, 0.27, 0.58, 0.71, -0.67, -0.58, -0.42, -0.27, -0.08, 0.19, 0.39, 0.61, 0.68]","[0.7701149425287356, 0.5426621160409556, 0.14946962391513982, -0.33611111111111114, 0.7671840354767184, 0.75, 0.7627118644067796, 0.5616438356164384, 0.2993762993762994, 0.13513513513513514, -0.2372093023255814, -0.2802056555269923, -0.4592680047225502, 0.777490297542044, 0.7488653555219364, 0.6882494004796164, 0.3724247226624406, 0.25287356321839083, -0.05625717566016074, -0.3375959079283887, -0.36376210235131395, 0.6930379746835443, 0.6745406824146981, 0.6727272727272727, 0.5173237753882916, 0.35768261964735515, 0.04, -0.20512820512820512, -0.3469387755102041, -0.3888888888888889]","[0.03058521073359319, 0.04907046642465245, 0.03070465950408787, 0.03509964626657096, 0.021357184506742746, 0.0434255208612282, 0.042099086703182693, 0.048418700462736386, 0.030762551000290607, 0.057590659881452226, 0.06625292435459634, 0.048670889686292365, 0.030522272043837523, 0.022619778556054584, 0.02577690505157334, 0.025121115797675113, 0.036945580958713704, 0.04234629544123352, 0.03383004612589673, 0.03366050230666639, 0.034642555975263174, 0.0286759052268617, 0.03782106190734533, 0.03527289767361073, 0.029580421360403668, 0.033140855477280635, 0.042606017500732535, 0.03693997632760308, 0.05064118002022712, 0.0580354787525934]","[0.7023407139787768, 0.5617478847160644, 0.11754913701223416, -0.3086439341357683, 0.7620188334774741, 0.8119151370848827, 0.7163685630714834, 0.5635663196169122, 0.23373028664717263, 0.08448670363150142, -0.2226254093368426, -0.28220979983078776, -0.4331997117459755, 0.7738719790343105, 0.7665489848271009, 0.7205936369904204, 0.3573337879221425, 0.28148860675191745, -0.06481248030064704, -0.3737994125463443, -0.4403473661930791, 0.6917631085371458, 0.6935658488805159, 0.6379467617761752, 0.5313035935456878, 0.3446158056969636, 0.03665093248986258, -0.17746189294049708, -0.3516292592560012, -0.38614206456141165]"
"[0.25, 1.5749204182291534, 0.5804857880828775, -0.57, 1.5209155133742365, 0.5571412334422803, 0.07, 1.4260996713163392, 0.2613783159131145, 0.01, 1.4058203914211211, 0.28209390741692786]","[1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.36, 1.44, 1.44, 1.44, 1.44, 1.44, 1.61, 1.61, 1.61, 1.61, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99]","[-0.81, -0.49, -0.3, -0.2, 0.05, 0.28, 0.45, 0.51, 0.69, -0.55, -0.4, -0.15, 0.34, 0.54, -0.66, -0.09, 0.21, 0.43, -0.79, -0.43, -0.21, 0.28, 0.48, 0.8]","[0.5906313645621182, 0.35958549222797925, 0.24198250728862974, 0.20435967302452315, 0.1640625, -0.01680672268907563, -0.07482993197278912, -0.12133891213389121, -0.03300970873786408, 0.35368956743002544, 0.20461095100864554, 0.19013062409288825, 0.018421052631578946, -0.02824858757062147, 0.4305239179954442, 0.2220795892169448, 0.03205128205128205, 0.0036900369003690036, 0.396078431372549, 0.27365728900255754, 0.15867158671586715, 0.07371007371007371, 0.019830028328611898, -0.05185185185185185]","[0.025750538151011342, 0.030037942737748034, 0.0523902286019349, 0.05109794847141342, 0.04359534038527633, 0.0648112169353466, 0.047485538585834, 0.06420667689057914, 0.04404125072360127, 0.033363288510243755, 0.05254706573510884, 0.03740203159927728, 0.03626765749295428, 0.053128189962060784, 0.030460571550332934, 0.03493402283287522, 0.056584764963919544, 0.060745260353814196, 0.04065931811300614, 0.034394872784792495, 0.03462722459794877, 0.03495463583532822, 0.03762809604357775, 0.03508915251219549]","[0.5260418756955816, 0.3439375016168942, 0.2454439994286441, 0.19710488919722283, 0.08846482893960718, 0.00615283421645685, -0.042280950982091475, -0.056636143106625104, -0.09050918337197447, 0.39017088654887777, 0.30721999375399894, 0.18111137483368012, -0.01070522088939925, -0.06337718387770347, 0.45320585373917066, 0.1685226860969343, 0.047511828311674914, -0.025203483387367852, 0.3637344227472213, 0.254601149689163, 0.18914799129069942, 0.04828706888994288, -0.006734983850603839, -0.09109315728648104]"
"[0.006227174912600868, 1.459329508540001, 0.4425156623446169, -0.6040359665222842, 1.4692266682689772, 0.5629319769131547, -0.5915816166970824, 1.5768945378727033, 0.5925132352969087, 0.1556793728150217, 1.7308749163939, 0.2721168310378504]","[1.22, 1.22, 1.22, 1.22, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.76, 1.76, 1.76, 1.76, 1.76, 1.76, 1.76, 1.76, 1.76, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97]","[-0.49, -0.23, 0.11, 0.82, -0.66, -0.42, -0.28, 0.08, 0.41, 0.73, -0.67, -0.51, -0.41, -0.18, 0.06, 0.11, 0.37, 0.63, 0.68, -0.78, -0.47, -0.29, -0.02, 0.14, 0.4, 0.51, 0.74]","[0.2793103448275862, 0.26540880503144654, 0.1575492341356674, -0.5183673469387755, 0.2945326278659612, 0.3477272727272727, 0.23991507430997877, 0.14251497005988023, -0.12987012987012986, -0.4148471615720524, 0.21668909825033647, 0.33114754098360655, 0.35129068462401797, 0.32689210950080516, 0.1933028919330289, 0.05948372615039282, -0.06701030927835051, -0.324577861163227, -0.48645465253239106, 0.08401976935749589, 0.15476190476190477, 0.23809523809523808, 0.1686046511627907, 0.08032596041909197, -0.10687022900763359, -0.14960629921259844, -0.2727272727272727]","[0.03987017144632224, 0.03419437899689612, 0.03266396509581127, 0.03863210290354793, 0.04013316746442132, 0.031606345446790876, 0.044731820777397666, 0.034253186980687356, 0.046130197577087355, 0.0601272970050515, 0.03581479642456898, 0.05402917566722967, 0.03136610605910978, 0.03792401821275205, 0.038277883102520706, 0.03344193900349423, 0.03581721959690064, 0.04096970033202442, 0.029985506334575387, 0.040445229676115434, 0.05389718918908048, 0.033511026216618896, 0.053144506585824994, 0.03400930743116247, 0.035464542629339145, 0.043868494318491005, 0.05386677617878899]","[0.25875803054259733, 0.2461929697917269, 0.1159109877252273, -0.476558704442935, 0.27030437775573796, 0.34891928626900354, 0.33445433789910983, 0.14618554522643534, -0.14226103265908913, -0.4441724877879503, 0.24705295841167207, 0.33556974337456774, 0.35262923221318987, 0.3012657519285399, 0.14949923584956393, 0.10953955346677925, -0.11946903036942941, -0.3403485313731604, -0.3768810116742053, 0.09325214841856942, 0.2613407612618452, 0.2639757211501947, 0.17292137586883713, 0.08144159570997397, -0.09754557633319226, -0.1762103026917403, -0.3281417932929107]"
"[-0.1383847409650847, 1.4292923956511345, 0.43755011397558347, -0.2730293537959779, 1.4661571282929533, 0.34307313403498635, -0.32539114767465865, 1.5310766523628576, 0.27060390968178727, 0.20570704738053136, 1.6537833415744707, 0.7103323024206452]","[1.21, 1.21, 1.21, 1.21, 1.21, 1.54, 1.54, 1.54, 1.54, 1.54, 1.54, 1.54, 1.54, 1.66, 1.66, 1.66, 1.66, 1.66, 1.66, 1.85, 1.85, 1.85, 1.85, 1.85, 1.85]","[-0.64, -0.41, 0.16, 0.44, 0.65, -0.77, -0.58, -0.38, -0.16, 0.15, 0.21, 0.48, 0.8, -0.67, -0.42, -0.16, 0.26, 0.47, 0.66, -0.69, -0.5, -0.04, 0.05, 0.43, 0.59]","[0.0653950953678474, 0.1173054587688734, -0.02564102564102564, -0.21070234113712374, -0.305870236869207, -0.08373205741626795, 0.12573443008225618, 0.18331716779825413, 0.1707865168539326, -0.05802047781569966, -0.035897435897435895, -0.23481781376518218, -0.6143790849673203, -0.058823529411764705, 0.12871287128712872, 0.23076923076923078, 0.013824884792626729, -0.2413793103448276, -0.4509090909090909, -0.030949839914621132, 0.1760154738878143, 0.020080321285140562, 0.013861386138613862, -0.07602339181286549, -0.2687950566426365]","[0.03683166437569299, 0.03384461709178372, 0.05062031967105893, 0.03997500313091437, 0.03055348332267359, 0.03446426869179634, 0.03400751373898531, 0.030615965735146446, 0.033027601083440127, 0.05832220799933948, 0.03200498958048836, 0.03092469294828796, 0.04510475606252475, 0.055545139437503555, 0.06977449521139557, 0.031803778099797037, 0.06787793573220123, 0.049979731396809536, 0.03805930758782421, 0.032652925777069935, 0.0432933083431612, 0.036580709408092556, 0.04449514072866825, 0.03812530210593117, 0.03091047532111438]","[0.04429108028849774, 0.08811180155002551, -0.06202937339945491, -0.20974965486642516, -0.32660154182122136, -0.06844439815296972, 0.09911914719640134, 0.180928396589913, 0.17495735137868576, 0.030111286793900422, -0.012623159964007095, -0.2476655973146828, -0.5818006173882863, 0.026538995870670243, 0.15606662160216064, 0.157726092254902, -0.049449056830334785, -0.21624205778893418, -0.3854594900343655, 0.010153459192123956, 0.08401558302510781, 0.05316416650715162, 0.022599548229346407, -0.14877401320152753, -0.226272643517245]"
"[0.4431904360955555, 1.5204809460743074, 0.5065790347478789, 0.3850671002141712, 1.6349173925397782, 0.5356038870284765, -0.4141287681548633, 1.7153205625380523, 0.2575986981951068, -0.6902146135914389, 1.4888699922723692, 0.47321830914667434]","[1.25, 1.25, 1.25, 1.25, 1.25, 1.57, 1.57, 1.57, 1.57, 1.57, 1.57, 1.57, 1.77, 1.77, 1.77, 1.77, 1.77, 1.77, 1.77, 1.77, 1.77, 1.92, 1.92, 1.92, 1.92]","[-0.56, -0.38, 0.15, 0.36, 0.78, -0.67, -0.46, -0.33, 0.1, 0.15, 0.52, 0.8, -0.85, -0.52, -0.41, -0.24, -0.07, 0.15, 0.38, 0.6, 0.8, -0.84, -0.26, 0.23, 0.59]","[0.02476780185758514, 0.06289308176100629, 0.46755407653910147, 0.6176066024759285, 0.41545893719806765, -0.06666666666666667, -0.025423728813559324, 0.2736318407960199, 0.731437598736177, 0.7662976629766297, 0.7873303167420814, 0.2775229357798165, -0.17805383022774326, 0.024719101123595506, 0.12, 0.3033419023136247, 0.5107142857142857, 0.7386363636363636, 0.7859327217125383, 0.608843537414966, 0.20437956204379562, -0.17099863201094392, 0.2356020942408377, 0.5983606557377049, 0.5608919382504288]","[0.03933240410107411, 0.055966197689830986, 0.03605766285781937, 0.029169194915517473, 0.04470498765801221, 0.050524316449671564, 0.06507341466886583, 0.06784257515377369, 0.027103424847712526, 0.02253295773202455, 0.02073619511177473, 0.03253405097140941, 0.03166034861578948, 0.03350983364038591, 0.03752332607858744, 0.03416246700777801, 0.03633108955857393, 0.022724044192171947, 0.03419273296460451, 0.03271474180769688, 0.04181618174670779, 0.03644157417171633, 0.04972415146300164, 0.05129329541339047, 0.034287659958003446]","[-0.02309578898018836, 0.032305352855487184, 0.5053269231207937, 0.6376303451834364, 0.41529446451381374, -0.08334614721979905, 0.060162731589525835, 0.20523983602874651, 0.7257051356460607, 0.7692842830369913, 0.792735280149756, 0.2776364485910096, -0.16609773977832992, 0.014881517454499123, 0.1347333672474829, 0.3430949535160157, 0.547834519692889, 0.748826829700309, 0.803548069653637, 0.62635926035148, 0.20394762742712672, -0.12935026088485416, 0.24448800832125359, 0.6306196688225529, 0.5350082701569512]"
"[-0.459440944833154, 1.61485001692357, 0.5553648368823996, 0.3913756196726867, 1.4947877162355434, 0.2761417855009289, 0.08508165645058406, 1.7115194669547056, 0.25767568020869375, 0.3573429570924531, 1.759838643127915, 0.4522604940681513]","[1.39, 1.39, 1.39, 1.39, 1.39, 1.39, 1.39, 1.43, 1.43, 1.43, 1.43, 1.43, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.64, 1.94, 1.94, 1.94, 1.94, 1.94, 1.94, 1.94]","[-0.62, -0.45, -0.33, -0.04, 0.24, 0.38, 0.77, -0.52, -0.3, 0.12, 0.43, 0.77, -0.79, -0.61, -0.28, -0.12, 0.03, 0.22, 0.52, 0.67, -0.66, -0.56, -0.31, 0.11, 0.26, 0.38, 0.7]","[-0.5336927223719676, -0.4674698795180723, -0.3877038895859473, -0.30523255813953487, -0.328159645232816, -0.2066458982346833, 0.1662269129287599, -0.4965986394557823, -0.408130081300813, -0.26570048309178745, -0.13435897435897437, -0.009708737864077669, -0.6589595375722543, -0.5372972972972972, -0.3905191873589165, -0.39667458432304037, -0.40955631399317405, -0.33636363636363636, -0.23575129533678757, -0.11203319502074689, -0.43521594684385384, -0.23344947735191637, -0.2045977011494253, -0.30838709677419357, -0.36596736596736595, -0.4639175257731959, -0.21978021978021978]","[0.031045833392051265, 0.03068440033285936, 0.03265126354817307, 0.03630525230780159, 0.03145248144357797, 0.03152900842916333, 0.03581631188608903, 0.03579490404032723, 0.036812640033549095, 0.06700649810888056, 0.031735245568476254, 0.05688533121528583, 0.02859353194582034, 0.027730588327537744, 0.04373877835587552, 0.04473859875866366, 0.037686139295464334, 0.03665687549986321, 0.03497633038922392, 0.06401013156363898, 0.05189393346952571, 0.03313824457937824, 0.04693208055777318, 0.03417030211319962, 0.03177110529642151, 0.06360236206469567, 0.0511326827966395]","[-0.5502400521688606, -0.4517993122548613, -0.4066364431439589, -0.3417027050496076, -0.2762332322748534, -0.21892729007733508, 0.12152697494611049, -0.5016115249875186, -0.411329802617742, -0.323383612637956, -0.19968073186490692, 0.13623797118524175, -0.6779034388946745, -0.5169225788761604, -0.4049195572671313, -0.3959566908468504, -0.39180372647417305, -0.36787170481952414, -0.2160153494195612, -0.054839769062906225, -0.2871662172833709, -0.250257373140145, -0.24376722826615313, -0.3510128162963767, -0.37417800892334757, -0.37070057499560544, -0.20531046016370755]"
"[-0.27, 1.5343971659610194, 0.33744275624478676, -0.19, 1.5362194994370526, 0.4795228734880716, -0.99, 1.593951916150655, 0.698996814239536, -0.67, 1.6627295298310296, 0.7230125955197901]","[1.37, 1.37, 1.37, 1.37, 1.37, 1.37, 1.57, 1.57, 1.57, 1.57, 1.57, 1.57, 1.57, 1.57, 1.57, 1.72, 1.72, 1.72, 1.72, 1.72, 1.72, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96]","[-0.69, -0.5, -0.13, 0.06, 0.54, 0.7, -0.83, -0.65, -0.43, -0.12, 0.04, 0.16, 0.33, 0.56, 0.74, -0.65, -0.47, -0.22, 0.2, 0.38, 0.61, -0.77, -0.59, -0.3, -0.22, -0.02, 0.12, 0.42, 0.55, 0.75]","[-0.39095744680851063, -0.3148558758314856, -0.05429864253393665, 0.06790123456790123, -0.1731266149870801, -0.49836065573770494, -0.3333333333333333, -0.4654205607476635, -0.2972972972972973, -0.04746317512274959, -0.02720348204570185, -0.020155038759689922, -0.034482758620689655, -0.24779874213836478, -0.5064935064935064, -0.45222929936305734, -0.28370786516853935, -0.11627906976744186, 0.09764309764309764, 0.046610169491525424, -0.2895622895622896, -0.2897959183673469, -0.23478260869565218, -0.04507042253521127, -0.057971014492753624, 0.15355805243445692, 0.09425287356321839, 0.031141868512110725, -0.07991360691144708, -0.3508936970837253]","[0.03356385377603655, 0.03160288827096266, 0.04749497847758128, 0.055427335991695297, 0.050065259096821045, 0.035102581681074864, 0.06415002990995841, 0.03826576278063454, 0.04195084264803001, 0.04041007569515102, 0.032974748319429134, 0.039366963177097744, 0.058687099544604354, 0.03436020411626657, 0.04011521091713487, 0.03559075286037302, 0.03593670010817691, 0.05724805203301517, 0.05774860837545687, 0.04597870481888298, 0.039272716526953834, 0.061146138953902085, 0.05233329991656085, 0.03749119440300723, 0.034693958067991144, 0.06047316316076642, 0.047732886945476075, 0.041574342134538686, 0.04632530797088112, 0.02872115286946849]","[-0.36852017379479324, -0.2909772421631413, -0.0739094746862971, 0.003532542875854819, -0.18846291394494077, -0.4482590578968467, -0.4201052444009076, -0.3962317043612505, -0.28752107067112564, -0.09277915552961606, -0.02080931435955331, 0.002243387379356629, -0.030809269809076195, -0.2420048069799699, -0.5800685765861208, -0.3595788759039636, -0.27576967377854184, -0.11629140616171797, 0.04401898925323379, -0.013156311340650761, -0.26823711583511817, -0.2581748694667193, -0.21811911008671697, -0.062137807569797254, -0.013076018781909435, 0.09388097799837303, 0.13842844743674673, 0.07804948186613227, -0.04117152948679778, -0.36977340537593517]"
"[0.3243040480507742, 1.720426428429382, 0.612905787829779, -0.6410661414957164, 1.4402482853841907, 0.6254586101410848, 0.5203948678024051, 1.5015836822239126, 0.34624542741858116, 0.5807305046490607, 1.4574002579719267, 0.5211280776865792]","[1.26, 1.26, 1.26, 1.26, 1.26, 1.45, 1.45, 1.45, 1.45, 1.74, 1.74, 1.74, 1.74, 1.85, 1.85, 1.85, 1.85, 1.85, 1.85, 1.85]","[-0.67, -0.26, -0.15, 0.21, 0.84, -0.52, -0.12, 0.34, 0.73, -0.44, -0.11, 0.04, 0.46, -0.85, -0.6, -0.33, 0.02, 0.32, 0.44, 0.66]","[0.6407879490150638, 0.24464487034949267, 0.07332293291731669, -0.24923076923076923, 0.22448979591836735, 0.5464362850971922, 0.022900763358778626, -0.3492822966507177, -0.08256880733944955, 0.5124378109452736, 0.03474903474903475, -0.02774922918807811, -0.23116883116883116, 0.6142857142857143, 0.5438225976768744, 0.3115646258503401, 0.02830188679245283, -0.1328976034858388, -0.18556701030927836, -0.03278688524590164]","[0.026133421913335928, 0.03255640993679404, 0.03939130758324269, 0.05371961462914179, 0.04921849275840855, 0.03892195731165317, 0.0504300981213927, 0.03240742939450472, 0.06749727796259845, 0.06056974475486694, 0.04391094235233731, 0.032046182955444806, 0.04958427095323406, 0.025206353694170083, 0.02727034242124375, 0.03504957584959307, 0.034326385060554465, 0.046261976062065786, 0.035274419133594095, 0.031992010723924574]","[0.6082232827160157, 0.21701636979909555, 0.08848289805758858, -0.24787926856017514, 0.18393161979765446, 0.5386055361730275, 0.03498648174675222, -0.3241922461720867, 0.016125834938075585, 0.44379376552997934, 0.08519235033279297, -0.061950619777614124, -0.21450067709591836, 0.6106923791659082, 0.5393409161570402, 0.32925737044674874, 0.009311941907589289, -0.15758759042119302, -0.164128662991937, -0.04668772800028767]"
"[0.06932348601069252, 1.7795916728709915, 0.6286230544547697, 0.3384617258169105, 1.716265051545953, 0.5449289896918765, 0.2569046834513899, 1.580413155990735, 0.42927633932028303, 0.27321609192449403, 1.517596809103826, 0.29654884088159217]","[1.3, 1.3, 1.3, 1.3, 1.3, 1.55, 1.55, 1.55, 1.55, 1.55, 1.55, 1.55, 1.55, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83]","[-0.68, -0.26, -0.15, 0.33, 0.64, -0.7, -0.61, -0.22, -0.01, 0.21, 0.25, 0.52, 0.69, -0.66, -0.45, -0.24, -0.13, 0.09, 0.31, 0.59, 0.83, -0.64, -0.4, -0.33, 0.02, 0.34, 0.56, 0.82]","[-0.02694610778443114, -0.005268703898840885, -0.02564102564102564, -0.06942392909896603, 0.042821158690176324, -0.046413502109704644, 0.017857142857142856, 0.024390243902439025, -0.0333716915995397, -0.12631578947368421, -0.1271617497456765, 0.026246719160104987, 0.15089514066496162, -0.026004728132387706, -0.02564102564102564, -0.005385996409335727, -0.07867494824016563, 0.011866235167206042, 0.003367003367003367, 0.06844106463878327, 0.47629310344827586, -0.04784688995215311, -0.028985507246376812, -0.05, -0.08808290155440414, -0.04918032786885246, 0.16153846153846155, 0.3771839671120247]","[0.03867711239049743, 0.032460923103389376, 0.056595237913628776, 0.038340392522400325, 0.050142526041321564, 0.04588202140065259, 0.05454577376717703, 0.03786643285879477, 0.03390378198536478, 0.035983262215150295, 0.03163612241579617, 0.036213697719746585, 0.04999311094545279, 0.03436908133640904, 0.0533585020154572, 0.042370745281761546, 0.03207474210781795, 0.032841996827590585, 0.058025556406268025, 0.04349983218950871, 0.028863995880644377, 0.03454611153105594, 0.032160953917824336, 0.059686681931566614, 0.032066016787162185, 0.057190544195803654, 0.061202857067667475, 0.029690632594782322]","[0.010056521069121277, 0.005057484628674017, -0.023995294301048162, -0.0847402516303573, 0.08786041418885074, 0.0018920564813909445, 0.037710423924461535, -0.0018197108921789529, -0.0747700434571558, -0.11912853650503955, -0.11920376166340403, -0.014887811999044579, 0.17726539440114195, 0.010435429951439756, 0.03907928782396836, -0.002727619438386754, -0.0367884542058887, -0.09646733179196121, -0.09935883239331311, 0.06529474215964226, 0.435462333437817, -0.023961584226596985, -0.01269722579423041, -0.018532847102758897, -0.058314699478928964, -0.026451386427450978, 0.08904431774752289, 0.37652746820861815]"
