dim1,dim2,Test_file1_exp1,Test_file1_unc1,Test_file2_exp1,Test_file2_unc1,Test_file3_exp1,Test_file3_unc1,Test_file3_exp2,Test_file3_unc2
1.23,-0.35,0.5265221066013749,0.08815396692259542,inf,inf,0.5041865215440002,0.09020781056859623,inf,inf
1.23,-0.34,0.5268879680918684,0.08789703944384666,inf,inf,0.5049870550347499,0.09020783583789617,inf,inf
1.23,-0.33,0.5271967283280743,0.08766570795349755,inf,inf,0.5057290116367401,0.09023420062269845,inf,inf
1.23,-0.32,0.5274481689094318,0.08745909978194613,inf,inf,0.5064117049581571,0.0902850605025683,inf,inf
1.23,-0.31,0.5276420815660668,0.08727635452232113,inf,inf,0.5070344638422251,0.0903586256349568,inf,inf
1.23,-0.3,0.5277782682308216,0.08711662699286334,inf,inf,0.5075966327967922,0.09045316372875026,inf,inf
1.23,-0.29,0.5278565411077749,0.0869790900728477,inf,inf,0.5080975724181771,0.09056700246146193,inf,inf
1.23,-0.28,0.5278767227388403,0.08686293739853584,inf,inf,0.5085366598089536,0.09069853137749817,inf,inf
1.23,-0.27,0.5278386460675593,0.08676738590907847,inf,inf,0.5089132889893695,0.09084620330879023,inf,inf
1.23,-0.26,0.5277421545001186,0.08669167823503665,inf,inf,0.5092268713021091,0.09100853536152793,inf,inf
1.23,-0.25,0.5275871019643151,0.0866350849233846,inf,inf,0.5094768358100756,0.09118410951409149,inf,inf
1.23,-0.24,0.5273733529651113,0.08659690649431215,inf,inf,0.5096626296869249,0.09137157287162966,inf,inf
1.23,-0.23,0.5271007826383404,0.08657647532835124,inf,inf,0.5097837186000325,0.09156963762218713,inf,inf
1.23,-0.22,0.5267692768009807,0.08657315738269061,inf,inf,0.5098395870856418,0.09177708073804976,inf,inf
1.23,-0.21,0.5263787319992239,0.08658635373815869,inf,inf,0.5098297389158586,0.09199274346425232,inf,inf
1.23,-0.2,0.5259290555536695,0.08661550197708008,inf,inf,0.509753697457267,0.09221553063394435,inf,inf
1.23,-0.19,0.525420165601839,0.08666007739765447,inf,inf,0.5096110060208545,0.09244440984789244,inf,inf
1.23,-0.18,0.5248519911373885,0.08671959406604685,inf,inf,0.509401228202996,0.09267841055263365,inf,inf
1.23,-0.17,0.524224472047894,0.08679360571221553,inf,inf,0.5091239482172174,0.09291662304903021,inf,inf
1.23,-0.16,0.5235375591482343,0.08688170647432501,inf,inf,0.5087787712165088,0.09315819746018707,inf,inf
1.23,-0.15,0.5227912142119725,0.0869835314963405,inf,inf,0.508365323605886,0.09340234268478315,inf,inf
1.23,-0.14,0.5219854100003832,0.08709875738493662,inf,inf,0.507883253345017,0.09364832535920609,inf,inf
1.23,-0.13,0.5211201302874235,0.08722710253092952,inf,inf,0.5073322302406154,0.09389546884917001,inf,inf
1.23,-0.12,0.5201953698830356,0.08736832730100365,inf,inf,0.5067119462283967,0.09414315228899715,inf,inf
1.23,-0.11,0.5192111346526628,0.08752223410462322,inf,inf,0.5060221156443672,0.09439080968433587,inf,inf
1.23,-0.1,0.5181674415350853,0.08768866734182647,inf,inf,0.5052624754852184,0.09463792909185641,inf,inf
1.23,-0.09,0.5170643185555486,0.08786751323640624,inf,inf,0.5044327856576087,0.09488405188732836,inf,inf
1.23,-0.08,0.5159018048382155,0.08805869955940843,inf,inf,0.5035328292161498,0.09512877213158176,inf,inf
1.23,-0.07,0.5146799506136498,0.08826219524647443,inf,inf,0.5025624125898567,0.09537173604196623,inf,inf
1.23,-0.06,0.5133988172250026,0.08847800991368034,inf,inf,0.5015213657969251,0.09561264157528311,inf,inf
1.23,-0.05,0.5120584771303298,0.08870619327529182,inf,inf,0.5004095426475903,0.09585123812658015,inf,inf
1.23,-0.04,0.5106590139025168,0.08894683446631016,inf,inf,0.4992268209349442,0.09608732634664804,inf,inf
1.23,-0.03,0.5092005222257971,0.0892000612728122,inf,inf,0.49797310261351546,0.0963207580797872,inf,inf
1.23,-0.02,0.5076831078899825,0.08946603927290109,inf,inf,0.49664831396545317,0.09655143642201602,inf,inf
1.23,-0.01,0.5061068877811379,0.08974497089062737,inf,inf,0.4952524057541754,0.09677931589862229,inf,inf
1.23,0.0,0.5044719898700195,0.09003709436514344,inf,inf,0.49378535336532847,0.09700440275882984,inf,inf
1.23,0.01,0.50277855319688,0.09034268263699774,inf,inf,0.4922471569349307,0.09722675538403261,inf,inf
1.23,0.02,0.5010267278538555,0.09066204215380776,inf,inf,0.4906378414645678,0.09744648480501393,inf,inf
1.23,0.03,0.49921667496440725,0.09099551159732237,inf,inf,0.48895745692352666,0.09766375532226375,inf,inf
1.23,0.04,0.49734856665953175,0.09134346053373338,inf,inf,0.48720607833776963,0.0978787852223935,inf,inf
1.23,0.05,0.49542258605133715,0.09170628799031744,inf,inf,0.4853838058656246,0.09809184758242975,inf,inf
1.23,0.06,0.49343892720402804,0.09208442095934842,inf,inf,0.4834907648601421,0.09830327115243158,inf,inf
1.23,0.07,0.49139779510091125,0.09247831283358453,inf,inf,0.48152710591799375,0.09851344130572848,inf,inf
1.23,0.08,0.4892994056097768,0.09288844177528718,inf,inf,0.47949300491488245,0.09872280104460339,inf,inf
1.23,0.09,0.4871439854450419,0.09331530902240866,inf,inf,0.4773886630273707,0.09893185204785708,inf,inf
1.23,0.1,0.4849317721263281,0.09375943713607882,inf,inf,0.4752143067411101,0.0991411557453638,inf,inf
1.23,0.11,0.48266301393479294,0.09422136819313075,inf,inf,0.47297018784539,0.09935133440304256,inf,inf
1.23,0.12,0.48033796986712723,0.09470166192874252,inf,inf,0.47065658341400196,0.09956307220025104,inf,inf
1.23,0.13,0.47795690958540565,0.09520089383464506,inf,inf,0.4682737957724008,0.09977711627991623,inf,inf
1.23,0.14,0.47552011336523153,0.09571965321828045,inf,inf,0.465822152451115,0.09999427775023323,inf,inf
1.23,0.15,0.4730278720406927,0.09625854122917067,inf,inf,0.46330200612545047,0.1002154326149726,inf,inf
1.23,0.16,0.4704804869464128,0.09681816886006542,inf,inf,0.46071373454145315,0.10044152260797914,inf,inf
1.23,0.17,0.4678782698567567,0.0973991549296561,inf,inf,0.4580577404281718,0.10067355590587719,inf,inf
1.23,0.18,0.4652215429230554,0.09800212405409904,inf,inf,0.4553344513962452,0.10091260769148043,inf,inf
1.23,0.19,0.46251063860701885,0.09862770461714233,inf,inf,0.4525443198228314,0.10115982053921296,inf,inf
1.23,0.2,0.45974589961191914,0.09927652674549849,inf,inf,0.44968782272294705,0.10141640459261582,inf,inf
1.23,0.21,0.45692767881109,0.09994922029941075,inf,inf,0.4467654616072614,0.10168363750326652,inf,inf
1.23,0.22,0.45405633917404936,0.1006464128875221,inf,inf,0.44377776232641386,0.10196286409981697,inf,inf
1.23,0.23,0.45113225368951604,0.1013687279139652,inf,inf,0.4407252749019217,0.10225549575569465,inf,inf
1.23,0.24,0.44815580528558885,0.10211678266794132,inf,inf,0.43760857334377645,0.10256300942440869,inf,inf
1.23,0.25,0.44512738674785135,0.10289118646428837,inf,inf,0.4344282554548047,0.10288694631212814,inf,inf
1.23,0.26,0.4420474006347771,0.10369253884323623,inf,inf,0.4311849426219152,0.10322891015873277,inf,inf
1.23,0.27,0.43891625919044275,0.10452142783901594,inf,inf,0.4278792795943369,0.10359056510063475,inf,inf
1.23,0.28,0.4357343842548286,0.1053784283237534,inf,inf,0.4245119342489603,0.10397363309157719,inf,inf
1.23,0.29,0.4325022071711104,0.10626410043547733,inf,inf,0.4210835973429323,0.10437989086124336,inf,inf
1.23,0.3,0.42922016869141777,0.1071789880964847,inf,inf,0.41759498225362823,0.10481116639605856,inf,inf
1.23,0.31,0.4258887188793682,0.10812361762777144,inf,inf,0.41404682470616394,0.10526933493186225,inf,inf
1.23,0.32,0.42250831701005825,0.10909849646577069,inf,inf,0.41043988248858465,0.10575631445429698,inf,inf
1.23,0.33,0.4190794314688071,0.1101041119855243,inf,inf,0.4067749351549321,0.10627406070970644,inf,inf
1.23,0.34,0.4156025396462826,0.11114093043364633,inf,inf,0.4030527837163287,0.10682456173696268,inf,inf
1.23,0.35,0.41207812783155406,0.1122093959740814,inf,inf,0.39927425032028663,0.10740983193884195,inf,inf
1.23,0.36,0.4085066911033775,0.11330992984867569,inf,inf,0.3954401779184218,0.1080319057202266,inf,inf
1.23,0.37,0.40488873321909064,0.11444292965273732,inf,inf,0.3915514299227809,0.108692830729312,inf,inf
1.23,0.38,0.40122476650039157,0.1156087687259745,inf,inf,0.38760888985099085,0.1093946607468421,inf,inf
1.23,0.39,0.39751531171856747,0.1168077956578546,inf,inf,0.383613460960434,0.11013944827710972,inf,inf
1.23,0.4,0.39376089797539743,0.11804033390488106,inf,inf,0.37956606587168196,0.11092923690259875,inf,inf
1.23,0.41,0.38996206258463106,0.1193066815180062,inf,inf,0.3754676461814317,0.11176605347149184,inf,inf
1.23,0.42,0.38611935094866967,0.12060711097552755,inf,inf,0.37131916206515614,0.11265190019359027,inf,inf
1.23,0.43,0.3822333164346585,0.12194186911880037,inf,inf,0.36712159186973614,0.11358874672513203,inf,inf
1.23,0.44,0.37830452024905065,0.12331117718446555,inf,inf,0.3628759316963197,0.11457852232644271,inf,inf
1.23,0.45,0.37433353130859365,0.124715230928934,inf,inf,0.3585831949736593,0.1156231081779505,inf,inf
1.23,0.46,0.37032092611066325,0.12615420083899498,inf,inf,0.3542444120222237,0.11672432993985805,inf,inf
1.23,0.47,0.3662672886015568,0.12762823242255958,inf,inf,0.3498606296093021,0.11788395063860323,inf,inf
1.23,0.48,0.36217321004210845,0.1291374465730537,inf,inf,0.345432910495439,0.11910366395900858,inf,inf
1.23,0.49,0.35803928887267183,0.13068194000100525,inf,inf,0.3409623329724467,0.12038508801500429,inf,inf
1.23,0.5,0.3538661305751763,0.13226178572607103,inf,inf,0.3364499903932885,0.12172975966405507,inf,inf
1.23,0.51,0.3496543475344902,0.1338770336231476,inf,inf,0.3318969906941436,0.12313912942111502,inf,inf
1.23,0.52,0.34540455889745547,0.13552771101557975,inf,inf,0.32730445590893886,0.12461455701742132,inf,inf
1.23,0.53,0.3411173904304772,0.13721382330895676,inf,inf,0.3226735216766552,0.1261573076380746,inf,inf
1.23,0.54,0.33679347437529106,0.13893535465955684,inf,inf,0.31800533674173614,0.12776854886039876,inf,inf
1.23,0.55,0.3324334493037252,0.14069226867106085,inf,inf,0.3133010624478729,0.12944934830296462,inf,inf
1.23,0.56,0.3280379599705364,0.14248450911343782,inf,inf,0.3085618722255328,0.1312006719832655,inf,inf
1.23,0.57,0.32360765716470374,0.14431200065920435,inf,inf,0.30378895107351456,0.13302338337064704,inf,inf
1.23,0.58,0.31914319755949166,0.14617464963096832,inf,inf,0.2989834950348793,0.1349182431106368,inf,inf
1.23,0.59,0.31464524356131274,0.1480723447561813,inf,inf,0.2941467106675726,0.13688590938732975,inf,inf
1.23,0.6,0.3101144631570464,0.15000495792418403,inf,inf,0.28927981451008167,0.13892693888248003,inf,inf
1.23,0.61,0.3055515297598904,0.15197234494146175,inf,inf,0.2843840325424507,0.14104178828323682,inf,inf
1.23,0.62,0.30095712205464276,0.1539743462817361,inf,inf,0.2794605996430062,0.14323081628539458,inf,inf
1.23,0.63,0.2963319238408666,0.1560107878272513,inf,inf,0.2745107590411131,0.1454942860354087,inf,inf
1.23,0.64,0.2916766238758595,0.15808148159811525,inf,inf,0.26953576176632743,0.14783236795240803,inf,inf
1.23,0.65,0.28699191571572435,0.1601862264678248,inf,inf,0.26453686609427174,0.15024514287069946,inf,inf
1.23,0.66,0.2822784975563703,0.16232480886201714,inf,inf,0.25951533698957996,0.15273260544398107,inf,inf
1.23,0.67,0.2775370720722832,0.16449700343849044,inf,inf,0.2544724455462668,0.15529466775413117,inf,inf
1.23,0.68,0.2727683462556887,0.16670257374804776,inf,inf,0.2494094684258632,0.15793116307025715,inf,inf
1.24,-0.81,0.46051096454205487,0.14871694337693767,inf,inf,inf,inf,inf,inf
1.24,-0.8,0.4633164657822413,0.14682833657629113,inf,inf,0.41907180586231263,0.14575075514660749,inf,inf
1.24,-0.79,0.4660828039127332,0.1449808015331293,inf,inf,0.4216345307591931,0.14297385161017848,inf,inf
1.24,-0.78,0.4688093690243908,0.1431745754696154,inf,inf,0.42417795715935736,0.140268113831532,inf,inf
1.24,-0.77,0.4714955560905243,0.14140987381101117,inf,inf,0.42670119097510995,0.13763417390896387,inf,inf
1.24,-0.76,0.4741407651238651,0.13968688885119704,inf,inf,0.4292033330970382,0.13507262727912048,inf,inf
1.24,-0.75,0.47674440133398427,0.1380057884108875,inf,inf,0.4316834797675768,0.1325840287594692,inf,inf
1.24,-0.74,0.47930587528336915,0.13636671449697615,inf,inf,0.4341407229615095,0.1301688883073681,inf,inf
1.24,-0.73,0.48182460304290914,0.13476978197335626,inf,inf,0.4365741507732315,0.12782766651053287,inf,inf
1.24,-0.72,0.4843000063468412,0.1332150772527524,inf,inf,0.43898284781058594,0.12556076983134387,inf,inf
1.24,-0.71,0.4867315127460478,0.13170265702177708,inf,inf,0.4413658955950597,0.12336854563564291,inf,inf
1.24,-0.7,0.48911855576090163,0.13023254700992015,inf,inf,0.4437223729681472,0.12125127704568274,inf,inf
1.24,-0.69,0.49146057503308166,0.12880474081586865,inf,inf,0.4460513565036708,0.11920917766622885,inf,inf
1.24,-0.68,0.4937570164765034,0.12741919880327282,inf,inf,0.44835192092583576,0.11724238624248817,inf,inf
1.24,-0.67,0.49600733242640593,0.1260758470792387,inf,inf,0.45062313953278377,0.11535096131796603,inf,inf
1.24,-0.66,0.4982109817881444,0.12477457656898869,inf,inf,0.4528640846254435,0.11353487596952198,inf,inf
1.24,-0.65,0.5003674301842419,0.1235152421999319,inf,inf,0.45507382794141593,0.11179401270505365,inf,inf
1.24,-0.64,0.5024761501005853,0.12229766220704463,inf,inf,0.4572514410936659,0.11012815861619152,inf,inf
1.24,-0.63,0.5045366210307765,0.12112161757351901,inf,inf,0.4593959960137628,0.10853700088363791,inf,inf
1.24,-0.62,0.5065483296197375,0.11998685161724447,inf,inf,0.46150656539943613,0.10702012273576417,inf,inf
1.24,-0.61,0.5085107698054677,0.11889306973442128,inf,inf,0.4635822231661635,0.10557699996159323,inf,inf
1.24,-0.6,0.5104234429596568,0.1178399393097452,inf,inf,0.46562204490254633,0.10420699807679534,inf,inf
1.24,-0.59,0.5122858580265959,0.116827089802595,inf,inf,0.4676251083291949,0.1029093702357497,inf,inf
1.24,-0.58,0.5140975316605836,0.11585411301368509,inf,inf,0.4695904937608586,0.10168325597385562,inf,inf
1.24,-0.57,0.5158579883621632,0.11492056354086608,inf,inf,0.47151728457152053,0.10052768085211894,inf,inf
1.24,-0.56,0.5175667606117266,0.11402595942402281,inf,inf,0.4734045676621532,0.09944155706096726,inf,inf
1.24,-0.55,0.5192233890025169,0.11316978298282841,inf,inf,0.4752514339309126,0.09842368502236584,inf,inf
1.24,-0.54,0.5208274223713902,0.11235148184574881,inf,inf,0.4770569787453902,0.09747275600938135,inf,inf
1.24,-0.53,0.5223784179281106,0.11157047016768315,inf,inf,0.4788203024167066,0.09658735578089352,inf,inf
1.24,-0.52,0.5238759413821895,0.11082613003193478,inf,inf,0.48054051067510706,0.09576596920699772,inf,inf
1.24,-0.51,0.5253195670684837,0.11011781302934133,inf,inf,0.4822167151467913,0.09500698583863255,inf,inf
1.24,-0.5,0.5267088780708667,0.10944484200592472,inf,inf,0.4838480338316229,0.09430870635397533,inf,inf
1.24,-0.49,0.5280434663436838,0.10880651296872926,inf,inf,0.48543359158146915,0.09366934979494736,inf,inf
1.24,-0.48,0.5293229328313748,0.10820209713762453,inf,inf,0.4869725205788358,0.09308706149054355,inf,inf
1.24,-0.47,0.5305468875857577,0.10763084312896104,inf,inf,0.4884639608154693,0.0925599215502911,inf,inf
1.24,-0.46,0.5317149498822101,0.10709197925705809,inf,inf,0.4899070605706459,0.09208595380132653,inf,inf
1.24,-0.45,0.5328267483322936,0.10658471593642994,inf,inf,0.49130097688881946,0.09166313503666207,inf,inf
1.24,-0.44,0.5338819209957043,0.10610824816881345,inf,inf,0.4926448760562936,0.09128940444030864,inf,inf
1.24,-0.43,0.5348801154888524,0.1056617580972299,inf,inf,0.493937934076627,0.0909626730568311,inf,inf
1.24,-0.42,0.5358209890919993,0.10524441761008688,inf,inf,0.4951793371444424,0.09068083317840056,inf,inf
1.24,-0.41,0.5367042088535793,0.10485539097727288,inf,inf,0.496368282117297,0.09044176753104007,inf,inf
1.24,-0.4,0.5375294516927981,0.10449383750096726,inf,inf,0.49750397698534865,0.09024335815300359,inf,inf
1.24,-0.39,0.5382964044992171,0.10415891416479449,inf,inf,0.4985856413384182,0.09008349487145324,inf,inf
1.24,-0.38,0.5390047642309994,0.10384977826504802,inf,inf,0.4996125068302084,0.08996008329822726,inf,inf
1.24,-0.37,0.5396542380092864,0.10356559000798096,inf,inf,0.5005838176392867,0.08987105228081411,inf,inf
1.24,-0.36,0.5402445432113112,0.10330551506061153,inf,inf,0.5014988309265709,0.08981436076026149,inf,inf
1.24,-0.35,0.5407754075607387,0.10306872703973612,inf,inf,0.5023568172889408,0.08978800400281128,inf,inf
1.24,-0.34,0.541246569215567,0.10285440992944682,inf,inf,0.5031570612087113,0.08979001918657825,inf,inf
1.24,-0.33,0.5416577768526244,0.1026617604154633,inf,inf,0.5038988614986062,0.08981849033776731,inf,inf
1.24,-0.32,0.5420087897510298,0.10248999012703322,inf,inf,0.504581531741938,0.089871552622868,inf,inf
1.24,-0.31,0.5422993778719943,0.10233832777967469,inf,inf,0.505204400727663,0.08994739601354236,inf,inf
1.24,-0.3,0.5425293219360137,0.10220602121095332,inf,inf,0.5057668128800308,0.09004426834971409,inf,inf
1.24,-0.29,0.542698413497564,0.10209233930532903,inf,inf,0.5062681286824695,0.09016047783336364,inf,inf
1.24,-0.28,0.5428064550178301,0.10199657380372822,inf,inf,0.5067077250954339,0.09029439499105055,inf,inf
1.24,-0.27,0.5428532599332186,0.1019180409951334,inf,inf,0.5070849959679116,0.09044445414721869,inf,inf
1.24,-0.26,0.5428386527224773,0.10185608328866827,inf,inf,0.5073993524422504,0.09060915445287629,inf,inf
1.24,-0.25,0.5427624689704927,0.10181007066602016,inf,inf,0.5076502233520501,0.09078706051577508,inf,inf
1.24,-0.24,0.542624555429104,0.10177940201373703,inf,inf,0.5078370556127965,0.09097680267851402,inf,inf
1.24,-0.23,0.5424247700755925,0.10176350633721408,inf,inf,0.5079593146049524,0.09117707699050544,inf,inf
1.24,-0.22,0.5421629821678926,0.10176184385776049,inf,inf,0.5080164845492172,0.0913866449185064,inf,inf
1.24,-0.21,0.5418390722970958,0.101773906995721,inf,inf,0.5080080688736821,0.09160433283862564,inf,inf
1.24,-0.2,0.5414529324374081,0.10179922124117136,inf,inf,0.5079335905725681,0.0918290313504476,inf,inf
1.24,-0.19,0.5410044659928641,0.10183734591707229,inf,inf,0.5077925925563296,0.09205969445140459,inf,inf
1.24,-0.18,0.5404935878403762,0.1018878748369038,inf,inf,0.5075846379927968,0.09229533860672122,inf,inf
1.24,-0.17,0.5399202243719156,0.10195043686078728,inf,inf,0.5073093106391191,0.09253504174745067,inf,inf
1.24,-0.16,0.5392843135313482,0.10202469635480832,inf,inf,0.5069662151642649,0.09277794222614189,inf,inf
1.24,-0.15,0.5385858048500234,0.10211035355530755,inf,inf,0.5065549774617883,0.09302323775687257,inf,inf
1.24,-0.14,0.5378246594786831,0.10220714484330229,inf,inf,0.5060752449526564,0.093270184363491,inf,inf
1.24,-0.13,0.5370008502158752,0.10231484293247872,inf,inf,0.5055266868778601,0.0935180953572427,inf,inf
1.24,-0.12,0.5361143615349977,0.10243325697303443,inf,inf,0.5049089945806013,0.09376634036235078,inf,inf
1.24,-0.11,0.5351651896058671,0.10256223257608306,inf,inf,0.5042218817778186,0.09401434440567952,inf,inf
1.24,-0.1,0.5341533423160452,0.10270165176007862,inf,inf,0.5034650848208195,0.09426158708432184,inf,inf
1.24,-0.09,0.53307883928657,0.10285143282358346,inf,inf,0.5026383629448232,0.09450760182276671,inf,inf
1.24,-0.08,0.5319417118861894,0.10301153014517223,inf,inf,0.5017414985072102,0.09475197522939514,inf,inf
1.24,-0.07,0.5307420032422346,0.10318193391394359,inf,inf,0.5007742972142513,0.09499434656009431,inf,inf
1.24,-0.06,0.5294797682480136,0.10336266979183129,inf,inf,0.49973658833614465,0.09523440729514075,inf,inf
1.24,-0.05,0.5281550735673952,0.10355379850969132,inf,inf,0.49862822491018877,0.09547190083385834,inf,inf
1.24,-0.04,0.5267679976365656,0.10375541539846515,inf,inf,0.4974490839318828,0.0957066223100761,inf,inf
1.24,-0.03,0.5253186306621849,0.10396764985653166,inf,inf,0.4961990665338174,0.09593841852999703,inf,inf
1.24,-0.02,0.5238070746167646,0.10419066475401434,inf,inf,0.49487809815217076,0.09616718803275888,inf,inf
1.24,-0.01,0.5222334432307626,0.10442465577531967,inf,inf,0.493486128680682,0.09639288127271348,inf,inf
1.24,0.0,0.5205978619820772,0.10466985069986547,inf,inf,0.4920231326119415,0.09661550092117253,inf,inf
1.24,0.01,0.5189004680816908,0.10492650862194527,inf,inf,0.49048910916586363,0.09683510228422144,inf,inf
1.24,0.02,0.517141410456767,0.10519491910982183,inf,inf,0.48888408240523207,0.09705179383200103,inf,inf
1.24,0.03,0.5153208497306045,0.10547540130454737,inf,inf,0.4872081013381915,0.09726573783362348,inf,inf
1.24,0.04,0.5134389581992251,0.10576830295852557,inf,inf,0.48546124000756663,0.097477151090722,inf,inf
1.24,0.05,0.511495919805115,0.10607399941517448,inf,inf,0.4836435975669313,0.09768630576143061,inf,inf
1.24,0.06,0.5094919301079955,0.10639289252848254,inf,inf,0.48175529834332753,0.09789353026521086,inf,inf
1.24,0.07,0.5074271962519125,0.10672540952486588,inf,inf,0.4797964918865487,0.09809921025775588,inf,inf
1.24,0.08,0.5053019369301734,0.10707200180685052,inf,inf,0.477767353004932,0.09830378966374415,inf,inf
1.24,0.09,0.5031163823468885,0.10743314369998488,inf,inf,0.47566808178758,0.09850777175379662,inf,inf
1.24,0.1,0.5008707741744792,0.10780933114465849,inf,inf,0.4734989036129793,0.09871172025053045,inf,inf
1.24,0.11,0.4985653655099917,0.10820108033384332,inf,inf,0.47126006914396035,0.09891626044701882,inf,inf
1.24,0.12,0.4962004208269276,0.1086089262986122,inf,inf,0.46895185430896724,0.09912208031938567,inf,inf
1.24,0.13,0.4937762159244751,0.10903342144486237,inf,inf,0.4665745602696232,0.09932993161361471,inf,inf
